sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMEA3345102,ERR861686,2014-07-01,2014-06-30,2014-07-01,France,201405302_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS,2014,07,01,,,False
SAMEA3345104,ERR861688,2014-07-07,2014-07-06,2014-07-07,France,201405357_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS,2014,07,07,,,False
SAMN22021205,SRR16173636,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1480994,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22044343,SRR16194389,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1489285,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22214615,SRR16291042,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1489912,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN16272374,SRR12718018,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,991320,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16363741,SRR12769716,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,848992,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN16363919,SRR12769773,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896100,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN16364064,SRR12769894,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,799214,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16364088,SRR12769948,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,799211,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16364103,SRR12769950,2020-05,2020-04-30,2020-05-31,United Kingdom: United Kingdom,949162,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,05,,,,False
SAMN16364097,SRR12769954,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,799212,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN22562179,SRR16568673,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1507466,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22657095,SRR16612562,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1502230,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22935768,SRR16821273,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1518836,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22962681,SRR16842830,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1522216,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23135586,SRR16941034,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1525853,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23284037,SRR16976045,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1528860,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23309734,SRR16987673,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1531092,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23441077,SRR17038715,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534313,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23441082,SRR17038716,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534336,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23457679,SRR17047985,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1535590,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23470198,SRR17052925,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1535140,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23470195,SRR17052927,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1535135,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23470203,SRR17052934,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1535131,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23481452,SRR17055448,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1536203,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN16930261,SRR13153593,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1034545,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN24104974,SRR17239765,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1543241,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24172652,SRR17263594,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545943,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24198952,SRR17269259,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547181,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24198967,SRR17269269,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547529,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24198977,SRR17269279,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547189,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24198986,SRR17269287,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547193,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24198991,SRR17269288,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547175,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24198989,SRR17269290,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547233,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN17071952,SRR13248013,2020-12,2020-12-01,2020-12-31,United Kingdom: United Kingdom,1044975,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,12,,,,False
SAMN24251634,SRR17281158,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545522,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24251759,SRR17281192,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545521,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24251762,SRR17281194,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545488,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN17138651,SRR13290204,2020-12,2020-12-01,2020-12-31,United Kingdom: United Kingdom,1053156,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,12,,,,False
SAMN24337829,SRR17313965,2018-02-09,2018-02-09,2018-02-09,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2018,02,09,WA,10.0,False
SAMN24337786,SRR17313973,2021-02-27,2021-02-27,2021-02-27,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,02,27,WA,10.0,False
SAMN24337880,SRR17313991,2018-07-28,2018-07-27,2018-07-28,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2018,07,28,WA,10.0,False
SAMN24337879,SRR17313992,2017-06-12,2017-06-11,2017-06-12,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2017,06,12,WA,10.0,False
SAMN24337869,SRR17314003,2019-09-14,2019-09-13,2019-09-14,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2019,09,14,WA,10.0,False
SAMN24337794,SRR17314051,2020-12-11,2020-12-11,2020-12-11,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,12,11,WA,10.0,False
SAMN24337896,SRR17314057,2019-01-04,2019-01-04,2019-01-04,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2019,01,04,WA,10.0,False
SAMN24337894,SRR17314059,2019-10-08,2019-10-07,2019-10-08,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2019,10,08,WA,10.0,False
SAMN24337890,SRR17314064,2018-09-22,2018-09-21,2018-09-22,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2018,09,22,WA,10.0,False
SAMN24337884,SRR17314070,2017-05-26,2017-05-25,2017-05-26,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2017,05,26,WA,10.0,False
SAMN17168487,SRR13310629,2020-12,2020-12-01,2020-12-31,United Kingdom: United Kingdom,1057337,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,12,,,,False
SAMN12909643,SRR10228164,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,806340,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909941,SRR10228564,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808885,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN13026776,SRR10274363,2019-09-26,2019-09-25,2019-09-26,USA,PNUSAE037101,stool,ILLUMINA,Illumina MiSeq,WGS,2019,09,26,,,False
SAMN24539571,SRR17398008,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1554534,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24539575,SRR17398009,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1554607,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24563611,SRR17399986,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1555254,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24579063,SRR17405862,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1555540,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN24694334,SRR17468143,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1556219,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN13385560,SRR10527349,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,844013,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13385553,SRR10527351,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,844010,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13385570,SRR10527357,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,844008,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN17128830,SRR13348982,2017-09,2017-08-31,2017-09-30,Canada: Montreal,SS022279,stool,ILLUMINA,Illumina MiSeq,WGS,2017,09,,,,False
SAMN17128836,SRR13349011,2017-08,2017-07-31,2017-08-31,Canada: Montreal,SS022719,stool,ILLUMINA,Illumina MiSeq,WGS,2017,08,,,,False
SAMN17128838,SRR13349019,2017-09,2017-08-31,2017-09-30,Canada: Montreal,SS022721,stool,ILLUMINA,Illumina MiSeq,WGS,2017,09,,,,False
SAMN17128789,SRR13349029,2018-09,2018-08-31,2018-09-30,Canada: Montreal,SS096870,stool,ILLUMINA,Illumina MiSeq,WGS,2018,09,,,,False
SAMN17128867,SRR13349030,2018-09,2018-08-31,2018-09-30,Canada: Montreal,SS096939,stool,ILLUMINA,Illumina MiSeq,WGS,2018,09,,,,False
SAMN17128840,SRR13349036,2017-12,2017-12-01,2017-12-31,Canada: Montreal,SS041025,stool,ILLUMINA,Illumina MiSeq,WGS,2017,12,,,,False
SAMN17128857,SRR13349061,2018-09,2018-08-31,2018-09-30,Canada: Montreal,SS096663,stool,ILLUMINA,Illumina MiSeq,WGS,2018,09,,,,False
SAMN17128942,SRR13349211,2018-11,2018-11-01,2018-11-30,Canada: Montreal,SS108772,stool,ILLUMINA,Illumina MiSeq,WGS,2018,11,,,,False
SAMN17128929,SRR13349332,2019-06,2019-05-31,2019-06-30,Canada: Montreal,SS152712,stool,ILLUMINA,Illumina MiSeq,WGS,2019,06,,,,False
SAMN17128852,SRR13349461,2019-07,2019-06-30,2019-07-31,Canada: Montreal,SS162913,stool,ILLUMINA,Illumina MiSeq,WGS,2019,07,,,,False
SAMN17128804,SRR13349469,2019-11,2019-11-01,2019-11-30,Canada: Montreal,SS190224,stool,ILLUMINA,Illumina MiSeq,WGS,2019,11,,,,False
SAMN13577984,SRR10698319,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,854907,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13577992,SRR10698324,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,854909,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN17269114,SRR13393899,2020-12,2020-12-01,2020-12-31,United Kingdom: United Kingdom,1062970,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,12,,,,False
SAMN13637075,SRR10741821,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,855535,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13637762,SRR10741844,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,855583,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13637763,SRR10741850,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,855526,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13637761,SRR10742427,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,855545,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13657034,SRR10748667,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,857191,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13673613,SRR10760841,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,860011,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13676203,SRR10763693,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,857234,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN25143352,SRR17681561,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1558454,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN13696350,SRR10799757,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,862446,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN25182215,SRR17704101,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564977,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25182212,SRR17704104,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564940,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25182228,SRR17704179,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1563001,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN13701619,SRR10806390,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,863439,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN17516793,SRR13515260,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,918331,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN13748197,SRR10843857,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,865113,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN25488131,SRR17830170,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1569124,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25488185,SRR17830187,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1569125,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN17582853,SRR13536325,2021-01,2021-01-01,2021-01-31,United Kingdom: United Kingdom,1073239,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,01,,,,False
SAMN13810258,SRR10858718,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,866427,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13810297,SRR10858744,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,866406,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN25558254,SRR17848283,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1569172,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN13830656,SRR10874268,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,869090,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN17715059,SRR13592189,2021-01,2021-01-01,2021-01-31,United Kingdom: United Kingdom,1078116,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,01,,,,False
SAMN25686123,SRR17892978,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1571874,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25686134,SRR17893042,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1571834,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25686144,SRR17893048,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1571876,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25686157,SRR17893166,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1571875,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN13884543,SRR10915017,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,872152,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN13892624,SRR10916962,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,874876,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN13892630,SRR10916967,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,874881,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN13892626,SRR10916983,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,874878,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN13895107,SRR10918065,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,866373,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN25867823,SRR17988588,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1574518,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN13918756,SRR10962096,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,875511,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN13918763,SRR10962107,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,876057,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN13918749,SRR10962112,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,875481,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN25884780,SRR18000286,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1574541,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN25890469,SRR18008275,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576638,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN25890482,SRR18008284,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1576664,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25890501,SRR18008298,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1574838,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN13941584,SRR10985489,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,877377,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN26101807,SRR18080544,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1580608,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26101806,SRR18080547,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1580612,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26101800,SRR18080550,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1580602,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26137391,SRR18089758,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1581601,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26137389,SRR18089761,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1581603,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN14064770,SRR11041346,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,881576,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN18039466,SRR13771535,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1106668,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,02,,,,False
SAMN17705104,SRR13775061,2017-07-16,2017-07-15,2017-07-16,Bangladesh: Dhaka,Z12965,stool sample,ILLUMINA,Illumina MiSeq,WGS,2017,07,16,,,False
SAMN26419992,SRR18214908,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1587784,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN03378123,SRR1823716,2015-01,2015-01-01,2015-01-31,USA,PNUSAE000322,stool,ILLUMINA,Illumina MiSeq,WGS,2015,01,,,,False
SAMN23441105,SRR18254053,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534306,human,OXFORD_NANOPORE,MinION,WGS,2021,11,,,,True
SAMN23569621,SRR18254054,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1538007,human,OXFORD_NANOPORE,MinION,WGS,2021,11,,,,True
SAMN26542790,SRR18280731,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1591794,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26679717,SRR18333113,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594594,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679736,SRR18333339,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594616,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679740,SRR18333353,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594528,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679926,SRR18333985,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1595789,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679951,SRR18334023,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594617,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679952,SRR18334033,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594531,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679927,SRR18334070,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594604,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26797672,SRR18350738,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1597388,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN14161428,SRR11142356,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,891441,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14161413,SRR11142362,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,891544,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN26855471,SRR18401504,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1600184,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26855373,SRR18402558,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1600171,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN14258950,SRR11215163,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896971,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14258906,SRR11215168,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896103,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14258904,SRR11215171,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896037,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14258925,SRR11215178,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896079,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14258937,SRR11215190,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896108,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14259050,SRR11215240,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,896025,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN26977441,SRR18487722,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1602607,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26977485,SRR18487752,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1602960,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27255985,SRR18583946,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1607786,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27488920,SRR18693842,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1610391,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN14417781,SRR11361780,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,907287,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14421975,SRR11364951,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,898817,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMEA1027711,ERR103477,2011-06-05,2011-06-04,2011-06-05,United Kingdom,H113100099,Faeces,ILLUMINA,Illumina MiSeq,WGS,2011,06,05,,,False
SAMN18912323,SRR14347816,2021-04,2021-03-31,2021-04-30,United Kingdom: United Kingdom,1162289,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,04,,,,False
SAMN14544801,SRR11488041,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,913800,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14544786,SRR11488049,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,918398,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
