sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMN32880314,SRR23195292,missing,,,USA,PNUSAE125835,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31816671,SRR22356841,2022,2022-01-01,2022-12-31,missing,PNUSAE120929,missing,ILLUMINA,NextSeq 550,WGS
SAMN31816669,SRR22356842,2022,2022-01-01,2022-12-31,missing,PNUSAE120932,missing,ILLUMINA,NextSeq 550,WGS
SAMN31819315,SRR22359862,2010,2010-01-01,2010-12-31,USA:CA,RM13317,bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN32330821,SRR22828327,2022,2022-01-01,2022-12-31,missing,PNUSAE123600,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32333199,SRR22829610,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1793119,human,ILLUMINA,NextSeq 1000,WGS
SAMN32887112,SRR23199515,2021-10,2021-09-30,2021-10-31,USA:CA,22.043,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32887107,SRR23199588,2021-08,2021-07-31,2021-08-31,USA:CA,22.0429,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32887109,SRR23199589,2021-10,2021-09-30,2021-10-31,USA:CA,22.0435,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN31833105,SRR22372912,missing,,,USA,PNUSAE121037,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31835658,SRR22375676,2022,2022-01-01,2022-12-31,USA,PNUSAE121102,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32904318,SRR23216417,2019,2019-01-01,2019-12-31,USA:Maryland,2705I,Salad mix,ILLUMINA,Illumina MiSeq,WGS
SAMN32904317,SRR23216418,2019,2019-01-01,2019-12-31,USA:Maryland,2705H,Salad mix,ILLUMINA,Illumina MiSeq,WGS
SAMN32904315,SRR23216420,2019,2019-01-01,2019-12-31,USA:Maryland,2705E,Salad mix,ILLUMINA,Illumina MiSeq,WGS
SAMN32904314,SRR23216421,2019,2019-01-01,2019-12-31,USA:Maryland,2705D,Salad mix,ILLUMINA,Illumina MiSeq,WGS
SAMN32904313,SRR23216423,2019,2019-01-01,2019-12-31,USA:Maryland,2705C,Salad mix,ILLUMINA,Illumina MiSeq,WGS
SAMN32907724,SRR23216760,missing,,,missing,PNUSAE119571,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32907727,SRR23216766,missing,,,missing,PNUSAE119565,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31840148,SRR22381487,2022,2022-01-01,2022-12-31,missing,PNUSAE121147,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31841918,SRR22383482,2022,2022-01-01,2022-12-31,missing,PNUSAE121157,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31841919,SRR22383485,2022,2022-01-01,2022-12-31,missing,PNUSAE121158,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32352746,SRR22851318,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1791497,human,ILLUMINA,NextSeq 1000,WGS
SAMN32356019,SRR22857343,2010,2010-01-01,2010-12-31,USA:CA,RM11282,water,ILLUMINA,NextSeq 500,WGS
SAMN32356015,SRR22857345,2010,2010-01-01,2010-12-31,USA:CA,RM11283,water,ILLUMINA,NextSeq 500,WGS
SAMN32356017,SRR22857347,2010,2010-01-01,2010-12-31,USA:CA,RM11284,water,ILLUMINA,NextSeq 500,WGS
SAMN32356402,SRR22857426,2010,2010-01-01,2010-12-31,USA:CA,RM11285,water,ILLUMINA,NextSeq 500,WGS
SAMN32356815,SRR22857452,2009,2009-01-01,2009-12-31,USA:CA,RM10614,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32356829,SRR22857454,2009,2009-01-01,2009-12-31,USA:CA,RM10615,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32356830,SRR22857456,2009,2009-01-01,2009-12-31,USA:CA,RM10616,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32357908,SRR22857522,2009,2009-01-01,2009-12-31,USA:CA,RM10324,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32357954,SRR22857595,2009,2009-01-01,2009-12-31,USA:CA,RM10911,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32357964,SRR22857597,2009,2009-01-01,2009-12-31,USA:CA,RM10342,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32928104,SRR23242083,2021-10,2021-09-30,2021-10-31,USA:CA,22.0441,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32928111,SRR23242085,2021-10,2021-09-30,2021-10-31,USA:CA,22.0438,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32928115,SRR23242086,2021-10,2021-09-30,2021-10-31,USA:CA,22.0437,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32928108,SRR23242087,2021-10,2021-09-30,2021-10-31,USA:CA,22.0444,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32928107,SRR23242090,2021-10,2021-09-30,2021-10-31,USA:CA,22.0442,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32928112,SRR23242092,2021-10,2021-09-30,2021-10-31,USA:CA,22.0436,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32928109,SRR23242093,2021-10,2021-09-30,2021-10-31,USA:CA,22.0445,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32357977,SRR22857733,2009,2009-01-01,2009-12-31,USA:CA,RM10345,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32357981,SRR22857738,2009,2009-01-01,2009-12-31,USA:CA,RM10912,bovine,ILLUMINA,NextSeq 500,WGS
SAMN31853221,SRR22396984,missing,,,USA,PNUSAE121212,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32358051,SRR22857789,2009,2009-01-01,2009-12-31,USA:CA,RM10341,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32358055,SRR22857793,2009,2009-01-01,2009-12-31,USA:CA,RM10339,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32358065,SRR22857797,2009,2009-01-01,2009-12-31,USA:CA,RM10333,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32358067,SRR22857798,2009,2009-01-01,2009-12-31,USA:CA,RM10331,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32358080,SRR22857824,2009,2009-01-01,2009-12-31,USA:CA,RM10593,water,ILLUMINA,NextSeq 500,WGS
SAMN32358084,SRR22857834,2009,2009-01-01,2009-12-31,USA:CA,RM10595,water,ILLUMINA,NextSeq 500,WGS
SAMN32358121,SRR22857852,2009,2009-01-01,2009-12-31,USA:CA,RM10596,water,ILLUMINA,NextSeq 500,WGS
SAMN32358130,SRR22857856,2009,2009-01-01,2009-12-31,USA:CA,RM10597,water,ILLUMINA,NextSeq 500,WGS
SAMN32358146,SRR22857866,2009,2009-01-01,2009-12-31,USA:CA,RM10612,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32358149,SRR22857868,2009,2009-01-01,2009-12-31,USA:CA,RM10611,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32358169,SRR22857895,2009,2009-01-01,2009-12-31,USA:CA,RM10585,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32358176,SRR22857916,2009,2009-01-01,2009-12-31,USA:CA,RM10589,sediment,ILLUMINA,NextSeq 500,WGS
SAMN32358443,SRR22857929,2009,2009-01-01,2009-12-31,USA:CA,RM10591,water,ILLUMINA,NextSeq 500,WGS
SAMN32358488,SRR22858224,2006,2006-01-01,2006-12-31,USA:CA,RM5674,water,ILLUMINA,Illumina MiSeq,WGS
SAMN32358546,SRR22858265,2010,2010-01-01,2010-12-31,USA:CA,RM11269,water,ILLUMINA,NextSeq 500,WGS
SAMN32358549,SRR22858266,2010,2010-01-01,2010-12-31,USA:CA,RM11266,water,ILLUMINA,NextSeq 500,WGS
SAMN32358551,SRR22858271,2010,2010-01-01,2010-12-31,USA:CA,RM11267,water,ILLUMINA,NextSeq 500,WGS
SAMN32358806,SRR22858277,2010,2010-01-01,2010-12-31,USA:CA,RM11268,water,ILLUMINA,NextSeq 500,WGS
SAMN32358818,SRR22858432,2010,2010-01-01,2010-12-31,USA:CA,RM11264,water,ILLUMINA,NextSeq 500,WGS
SAMN32358823,SRR22858435,2010,2010-01-01,2010-12-31,USA:CA,RM11271,water,ILLUMINA,NextSeq 500,WGS
SAMN32358821,SRR22858439,2010,2010-01-01,2010-12-31,USA:CA,RM11270,water,ILLUMINA,NextSeq 500,WGS
SAMN32358820,SRR22858440,2010,2010-01-01,2010-12-31,USA:CA,RM11263,sediment,ILLUMINA,NextSeq 500,WGS
SAMN32358827,SRR22858443,2010,2010-01-01,2010-12-31,USA:CA,RM11277,water,ILLUMINA,NextSeq 500,WGS
SAMN32358833,SRR22858445,2010,2010-01-01,2010-12-31,USA:CA,RM11274,water,ILLUMINA,NextSeq 500,WGS
SAMN32358834,SRR22858447,2010,2010-01-01,2010-12-31,USA:CA,RM11272,water,ILLUMINA,NextSeq 500,WGS
SAMN32934862,SRR23249029,2022,2022-01-01,2022-12-31,USA,PNUSAE126072,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31855003,SRR22398887,2022,2022-01-01,2022-12-31,USA,PNUSAE121361,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13334736,SRR22858692,2017,2017-01-01,2017-12-31,Canada,CFIAFB20170180,food,ILLUMINA,Illumina MiSeq,WGS
SAMN31865220,SRR22404903,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1762071,human,ILLUMINA,NextSeq 1000,WGS
SAMN31881563,SRR22418832,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1768291,human,ILLUMINA,NextSeq 1000,WGS
SAMN32961478,SRR23272443,2023,2023-01-01,2023-12-31,USA,PNUSAE126213,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13334734,SRR22858728,2017,2017-01-01,2017-12-31,Canada,CFIAFB20170164,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334735,SRR22858729,2017,2017-01-01,2017-12-31,Canada,CFIAFB20170165,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334592,SRR22858772,2014,2014-01-01,2014-12-31,Canada,CFIAFB20140239,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334594,SRR22858774,2014,2014-01-01,2014-12-31,Canada,CFIAFB20140241,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334723,SRR22858782,2016,2016-01-01,2016-12-31,Canada,CFIAFB20160187,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334604,SRR22858785,2014,2014-01-01,2014-12-31,Canada,CFIAFB20140252,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334605,SRR22858786,2014,2014-01-01,2014-12-31,Canada,CFIAFB20140253,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334673,SRR22858798,2015,2015-01-01,2015-12-31,Canada,CFIAFB20150154,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334678,SRR22858799,2015,2015-01-01,2015-12-31,Canada,CFIAFB20150226,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334684,SRR22858802,2015,2015-01-01,2015-12-31,Canada,CFIAFB20150253,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334711,SRR22858823,2016,2016-01-01,2016-12-31,Canada,CFIAFB20160170,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334715,SRR22858826,2016,2016-01-01,2016-12-31,Canada,CFIAFB20160174,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334717,SRR22858828,2016,2016-01-01,2016-12-31,Canada,CFIAFB20160176,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333371,SRR22858844,2007,2007-01-01,2007-12-31,Canada,CFIAFB20070057,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333372,SRR22858845,2007,2007-01-01,2007-12-31,Canada,CFIAFB20070058,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333374,SRR22858847,2007,2007-01-01,2007-12-31,Canada,CFIAFB20070060,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333401,SRR22858853,2008,2008-01-01,2008-12-31,Canada,CFIAFB20080071,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333594,SRR22858857,2009,2009-01-01,2009-12-31,Canada,CFIAFB20090190,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333596,SRR22858859,2009,2009-01-01,2009-12-31,Canada,CFIAFB20090193,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333599,SRR22858860,2009,2009-01-01,2009-12-31,Canada,CFIAFB20090196,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333834,SRR22858869,2010,2010-01-01,2010-12-31,Canada,CFIAFB20100190,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333850,SRR22858872,2010,2010-01-01,2010-12-31,Canada,CFIAFB20100213,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333855,SRR22858877,2010,2010-01-01,2010-12-31,Canada,CFIAFB20100225,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334082,SRR22858880,2012,2012-01-01,2012-12-31,Canada,CFIAFB20120219,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333859,SRR22858886,2010,2010-01-01,2010-12-31,Canada,CFIAFB20100229,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333978,SRR22858889,2011,2011-01-01,2011-12-31,Canada,CFIAFB20110122,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13333987,SRR22858893,2011,2011-01-01,2011-12-31,Canada,CFIAFB20110144,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334068,SRR22858896,2012,2012-01-01,2012-12-31,Canada,CFIAFB20120199,food,ILLUMINA,Illumina MiSeq,WGS
SAMN13334076,SRR22858899,2012,2012-01-01,2012-12-31,Canada,CFIAFB20120211,food,ILLUMINA,Illumina MiSeq,WGS
SAMN31891955,SRR22428514,missing,,,USA,PNUSAE121489,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31896383,SRR22432878,2022,2022-01-01,2022-12-31,missing,PNUSAE121515,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32982204,SRR23292929,missing,,,USA,PNUSAE126464,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN33005440,SRR23301937,2021-12,2021-12-01,2021-12-31,USA:CA,22.045,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN33005443,SRR23301941,2021-10,2021-09-30,2021-10-31,USA:CA,22.0449,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN33005441,SRR23301942,2021-12,2021-12-01,2021-12-31,USA:CA,22.0451,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32388967,SRR22882082,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1798655,human,ILLUMINA,NextSeq 1000,WGS
SAMN32406090,SRR22891209,missing,,,missing,PNUSAE123680,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32422104,SRR22903659,2022,2022-01-01,2022-12-31,missing,PNUSAE123911,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32469693,SRR22906032,missing,,,USA,PNUSAE123913,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32472454,SRR22908271,2021-06,2021-05-31,2021-06-30,USA:CA,22.0381,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32472453,SRR22908272,2021-08,2021-07-31,2021-08-31,USA:CA,22.0382,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN33022564,SRR23318980,missing,,,USA,PNUSAE126557,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32491568,SRR22926581,missing,,,USA,PNUSAE118684,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32492879,SRR22927706,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1802695,human,ILLUMINA,NextSeq 1000,WGS
SAMN33053614,SRR23332441,missing,,,USA,PNUSAE126656,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32358123,SRR22938613,2009,2009-01-01,2009-12-31,USA:CA,RM10610,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN32513966,SRR22939218,2022,2022-01-01,2022-12-31,USA,PNUSAE124019,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32543897,SRR22957677,missing,,,missing,PNUSAE124115,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32544568,SRR22959500,missing,,,USA,PNUSAE124240,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32574024,SRR22965955,2021-08,2021-07-31,2021-08-31,USA:CA,22.0397,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32574021,SRR22965963,2021-08,2021-07-31,2021-08-31,USA:CA,22.0391,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32574022,SRR22965965,2021-08,2021-07-31,2021-08-31,USA:CA,22.0394,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN31927024,SRR22444083,missing,,,USA,PNUSAE120094,missing,ILLUMINA,Illumina MiniSeq,WGS
SAMN31927025,SRR22444172,missing,,,USA,PNUSAE120095,missing,ILLUMINA,Illumina MiniSeq,WGS
SAMN31927186,SRR22444450,missing,,,USA,PNUSAE120090,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31927250,SRR22444574,missing,,,USA,PNUSAE117414,missing,ILLUMINA,Illumina MiniSeq,WGS
SAMN31927247,SRR22444578,missing,,,USA,PNUSAE117411,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32578683,SRR22972437,2021-08,2021-07-31,2021-08-31,USA:CA,22.0402,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN32578681,SRR22972440,2021-08,2021-07-31,2021-08-31,USA:CA,22.0398,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN33181002,SRR23356961,2009,2009-01-01,2009-12-31,USA:CA,RM9847,soil,ILLUMINA,NextSeq 500,WGS
SAMN33182161,SRR23356976,2009,2009-01-01,2009-12-31,USA:CA,RM10310,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33182168,SRR23356977,2009,2009-01-01,2009-12-31,USA:CA,RM9849,soil,ILLUMINA,NextSeq 500,WGS
SAMN33182225,SRR23357455,2010,2010-01-01,2010-12-31,USA:CA,RM11830,water,ILLUMINA,NextSeq 500,WGS
SAMN33182332,SRR23357465,2009,2009-01-01,2009-12-31,USA:CA,RM10261,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33182385,SRR23357482,2009,2009-01-01,2009-12-31,USA:CA,RM9863,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN33182567,SRR23357513,2009,2009-01-01,2009-12-31,USA:CA,RM10281,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33182582,SRR23357532,2009,2009-01-01,2009-12-31,USA:CA,RM10279,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33184141,SRR23357613,2009,2009-01-01,2009-12-31,USA:CA,RM10271,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33184147,SRR23357616,2009,2009-01-01,2009-12-31,USA:CA,RM10270,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33184148,SRR23357617,2009,2009-01-01,2009-12-31,USA:CA,RM10268,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33182336,SRR23357713,2010,2010-01-01,2010-12-31,USA:CA,RM12224,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN33182220,SRR23357714,2010,2010-01-01,2010-12-31,USA:CA,RM12228,water,ILLUMINA,NextSeq 500,WGS
SAMN33184150,SRR23357738,2009,2009-01-01,2009-12-31,USA:CA,RM10274,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33184220,SRR23357821,2009,2009-01-01,2009-12-31,USA:CA,RM10277,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33184227,SRR23357830,2009,2009-01-01,2009-12-31,USA:CA,RM10298,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33184267,SRR23357836,2009,2009-01-01,2009-12-31,USA:CA,RM10290,bovine,ILLUMINA,NextSeq 500,WGS
SAMN33185129,SRR23358065,2010,2010-01-01,2010-12-31,USA:CA,RM12213,bovine,ILLUMINA,NextSeq 500,WGS
SAMN32613956,SRR22997250,2022,2022-01-01,2022-12-31,USA,PNUSAE124383,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN33210004,SRR23371745,missing,,,USA,PNUSAE127034,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32618165,SRR22999521,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1806155,human,ILLUMINA,NextSeq 1000,WGS
SAMN32628807,SRR23007580,missing,,,USA,PNUSAE124394,missing,ILLUMINA,Illumina MiniSeq,WGS
SAMN31951026,SRR22473293,2022,2022-01-01,2022-12-31,missing,PNUSAE121803,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32640927,SRR23021299,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640923,SRR23021303,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640893,SRR23021304,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640890,SRR23021307,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640889,SRR23021308,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640885,SRR23021313,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640883,SRR23021315,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640882,SRR23021316,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640880,SRR23021318,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640877,SRR23021322,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640873,SRR23021326,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640865,SRR23021335,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641016,SRR23021336,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641015,SRR23021337,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641013,SRR23021339,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641010,SRR23021342,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640846,SRR23021345,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641006,SRR23021347,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641004,SRR23021349,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32641002,SRR23021351,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN31972463,SRR22483868,2006,2006-01-01,2006-12-31,USA:CA,RM5735,water,ILLUMINA,NextSeq 500,WGS
SAMN32641001,SRR23021352,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640998,SRR23021355,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640996,SRR23021358,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640995,SRR23021359,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN31972470,SRR22483887,2006,2006-01-01,2006-12-31,USA:CA,RM5733,water,ILLUMINA,NextSeq 500,WGS
SAMN32640991,SRR23021363,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640989,SRR23021365,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640844,SRR23021367,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640987,SRR23021368,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640985,SRR23021370,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640983,SRR23021372,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640843,SRR23021378,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640974,SRR23021382,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640962,SRR23021395,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640959,SRR23021398,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN31972653,SRR22484218,2006,2006-01-01,2006-12-31,USA:CA,RM6101,feral pig,ILLUMINA,NextSeq 500,WGS
SAMN31972671,SRR22484219,2006,2006-01-01,2006-12-31,USA:CA,RM5875,water,ILLUMINA,NextSeq 500,WGS
SAMN32640920,SRR23021402,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640918,SRR23021404,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640837,SRR23021405,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640914,SRR23021409,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640912,SRR23021411,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640905,SRR23021419,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640903,SRR23021421,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640902,SRR23021422,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640899,SRR23021425,2015,2015-01-01,2015-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN31972741,SRR22484238,2006,2006-01-01,2006-12-31,USA:CA,RM5853,sediment,ILLUMINA,NextSeq 500,WGS
SAMN32640835,SRR23021427,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN32640896,SRR23021429,2014,2014-01-01,2014-12-31,United Kingdom,O157,missing,ILLUMINA,Illumina HiSeq 2500,WGS
