sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMN32193727,SRR22713621,missing,,,USA,PNUSAE122899,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32198115,SRR22715200,missing,,,USA,PNUSAE122903,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32204662,SRR22715504,missing,,,USA,PNUSAE122284,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32209351,SRR22720811,missing,,,USA,PNUSAE122926,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32209350,SRR22720820,missing,,,USA,PNUSAE122922,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32209371,SRR22721113,missing,,,USA,PNUSAE122934,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32228331,SRR22733676,2022,2022-01-01,2022-12-31,USA,PNUSAE122996,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32228730,SRR22734145,missing,,,USA,PNUSAE123018,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32249031,SRR22750401,2022,2022-01-01,2022-12-31,USA,PNUSAE123101,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32251710,SRR22752096,missing,,,USA,PNUSAE123110,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32275898,SRR22767430,missing,,,USA,PNUSAE123147,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32277624,SRR22773991,missing,,,missing,PNUSAE123211,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32286187,SRR22790517,missing,,,USA,PNUSAE123267,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32298712,SRR22797050,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1788237,human,ILLUMINA,NextSeq 1000,WGS
SAMN32298750,SRR22797063,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1788263,human,ILLUMINA,NextSeq 1000,WGS
SAMN32298757,SRR22797067,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1788200,human,ILLUMINA,NextSeq 1000,WGS
SAMN32298749,SRR22797070,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1788186,human,ILLUMINA,NextSeq 1000,WGS
SAMN32298755,SRR22797071,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1788249,human,ILLUMINA,NextSeq 1000,WGS
SAMN32298758,SRR22797075,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1788203,human,ILLUMINA,NextSeq 1000,WGS
SAMN32310711,SRR22811603,missing,,,USA,PNUSAE123318,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32311017,SRR22811815,missing,,,USA,PNUSAE123361,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32311197,SRR22812210,missing,,,USA,PNUSAE123421,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA29972668,ERR1762060,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina MiSeq,WGS
SAMN32352599,SRR22851309,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1793159,human,ILLUMINA,NextSeq 1000,WGS
SAMN31928445,SRR22852520,missing,,,missing,PNUSAE121666,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32353073,SRR22852592,missing,,,USA,PNUSAE123632,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32353542,SRR22853639,2022,2022-01-01,2022-12-31,USA,PNUSAE123657,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN32353543,SRR22853640,2022,2022-01-01,2022-12-31,USA,PNUSAE123656,missing,ILLUMINA,Illumina MiSeq,WGS
SAMD00012607,DRR016009,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA47412418,ERR1792658,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA47413168,ERR1792659,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA47414668,ERR1792661,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA47417668,ERR1792665,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA29936668,ERR1762055,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina MiSeq,WGS
SAMEA56487418,ERR1811870,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA56763418,ERR1811914,2015,2015-01-01,2015-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA56764168,ERR1811915,2015,2015-01-01,2015-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA103740418,ERR1865392,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA46141918,ERR1780365,2016,2016-01-01,2016-12-31,Ireland,,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA103926511,ERR1890427,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA55147918,ERR1810419,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA55148668,ERR1810420,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA55165918,ERR1810441,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA55356418,ERR1810572,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA55362418,ERR1810580,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA56756668,ERR1811906,2015,2015-01-01,2015-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA56758918,ERR1811909,2015,2015-01-01,2015-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA56762668,ERR1811913,2015,2015-01-01,2015-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA56764918,ERR1811916,2015,2015-01-01,2015-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA103739668,ERR1865391,2016,2016-01-01,2016-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104020417,ERR1948360,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA103926512,ERR1890428,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48206668,ERR1953669,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48208918,ERR1953672,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48221668,ERR1953687,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48255418,ERR1953727,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48256168,ERR1953728,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48256918,ERR1953729,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1569748,ERR200344,,,,,K-10267,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569701,ERR200345,,,,,K-10302,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569713,ERR200346,,,,,K-294,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569694,ERR200349,,,,,K-9286,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569962,ERR200357,,,,,K-10369,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569955,ERR200358,,,,,K-10371,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569906,ERR200365,,,,,K-9282,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1570014,ERR200371,,,,,K-9451,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569878,ERR200373,,,,,K-9484,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569833,ERR200377,,,,,K-9585,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569846,ERR200378,,,,,K-9586,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569780,ERR200380,,,,,K-9593,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569769,ERR200381,,,,,K-9594,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA48209668,ERR1953673,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48226168,ERR1953693,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48233668,ERR1953703,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48236668,ERR1953707,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48237418,ERR1953708,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48240418,ERR1953711,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48252418,ERR1953723,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48253168,ERR1953724,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA48254668,ERR1953726,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1569675,ERR200347,,,,,K-345,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569658,ERR200350,,,,,K-9326,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569662,ERR200351,,,,,K-9342,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569832,ERR200352,,,,,K-9477,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569979,ERR200355,,,,,K-10339,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569970,ERR200356,,,,,K-10347,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569803,ERR200375,,,,,K-9557,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569921,ERR200384,,,,,K-287,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569903,ERR200387,,,,,K-5613,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569849,ERR200390,,,,,K-9338,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1569836,ERR200391,,,,,K-9373,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA104166713,ERR2036046,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104166718,ERR2036051,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104327951,ERR2147029,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104327953,ERR2147031,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104327954,ERR2147032,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104327955,ERR2147033,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1689056,ERR217046,,,,,K-915,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689008,ERR217075,,,,,K-9442,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689009,ERR217076,,,,,K-9590,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689010,ERR217077,,,,,K-923,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689027,ERR217084,,,,,K-147,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA954641,ERR024624,,,,,61.0,,ILLUMINA,Illumina Genome Analyzer II,WGS
SAMEA104400036,ERR2204230,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104400038,ERR2204232,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104421533,ERR2215893,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104400041,ERR2215955,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104327952,ERR2147030,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1027698,ERR042796,,,,,Sh02-1115,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027732,ERR042804,,,,,Sh03-2590,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027668,ERR042819,,,,,Sh05-6782,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027663,ERR042829,1800/2014,1800-01-01,2014-12-31,France,Sh06-3638,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027647,ERR042830,,,,,Sh06-7888,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027691,ERR042836,1800/2014,1800-01-01,2014-12-31,France,Sh07-4848,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027700,ERR042845,,,,,Sh08-1372,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027736,ERR042846,,,,,Sh08-2354,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027723,ERR042851,,,,,Sh09-0167,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027719,ERR042855,1800/2014,1800-01-01,2014-12-31,France,Sh09-4409,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027659,ERR042861,,,,,Sh09-6999,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027737,ERR042863,,,,,Sh09-9407,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689060,ERR217019,,,,,K-119,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689004,ERR217073,,,,,KP-15,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1689015,ERR217079,,,,,KP-45,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA104353908,ERR2174760,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104442920,ERR2225678,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1029977,ERR047225,,,,,HUE54,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029879,ERR047227,,,,,HUE56,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029891,ERR047231,,,,,HUE61,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029902,ERR047279,,,,,KH48,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029872,ERR047281,,,,,KH50,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029933,ERR047289,,,,,MS0002,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029923,ERR047290,,,,,MS0005,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029979,ERR047293,,,,,MS0014,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030118,ERR047300,,,,,MS0029,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030101,ERR047301,,,,,MS0036,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030014,ERR047302,,,,,MS0038,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029942,ERR047305,,,,,MS0047,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029919,ERR047329,,,,,30078,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029966,ERR047333,,,,,30157,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030040,ERR047346,,,,,DE0010,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030046,ERR047348,,,,,DE0030,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029976,ERR047352,,,,,DE0119,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029924,ERR047354,,,,,DE0175,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029858,ERR047363,,,,,DE0438,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029854,ERR047364,,,,,DE0457,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029914,ERR047367,,,,,DE0614,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029935,ERR047368,,,,,DE0670,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029957,ERR047370,,,,,DE0712,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030027,ERR047374,,,,,DE0874,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029912,ERR047393,,,,,EG0134,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030090,ERR047404,,,,,EG0419,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029904,ERR047407,,,,,EG0461,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030012,ERR047410,,,,,EG0474,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029884,ERR047434,,,,,HUE08,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030119,ERR048234,,,,,MS0084,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030028,ERR048237,,,,,MS0091,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030019,ERR048240,,,,,MS0099,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029928,ERR048244,,,,,MS0114,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029962,ERR048247,,,,,MS0126,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030446,ERR048275,,,,,IB1667,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030407,ERR048305,,,,,IB0719,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030412,ERR048310,,,,,IB1848,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030385,ERR048313,,,,,IB2495,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030438,ERR048315,,,,,IB0011,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030413,ERR048318,,,,,IB0022,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030390,ERR048319,,,,,IB0034,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030423,ERR048330,,,,,IB1757,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA104400043,ERR2204237,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA104421534,ERR2215894,2017,2017-01-01,2017-12-31,Ireland,,Human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1710195,ERR230486,2008,2008-01-01,2008-12-31,United Kingdom,ERS180056,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710173,ERR230487,2009,2009-01-01,2009-12-31,United Kingdom,ERS180057,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710203,ERR230491,2011,2011-01-01,2011-12-31,United Kingdom,ERS180061,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710184,ERR230493,2008,2008-01-01,2008-12-31,United Kingdom,ERS180063,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710167,ERR230497,2010,2010-01-01,2010-12-31,United Kingdom,ERS180067,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710186,ERR230504,2009,2009-01-01,2009-12-31,United Kingdom,ERS180074,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710225,ERR230519,2009,2009-01-01,2009-12-31,United Kingdom,ERS180089,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710158,ERR230520,2009,2009-01-01,2009-12-31,United Kingdom,ERS180090,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710162,ERR230522,2010,2010-01-01,2010-12-31,United Kingdom,ERS180092,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710202,ERR230525,2008,2008-01-01,2008-12-31,United Kingdom,ERS180095,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710222,ERR230527,2009,2009-01-01,2009-12-31,United Kingdom,ERS180097,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710159,ERR230531,2011,2011-01-01,2011-12-31,United Kingdom,ERS180101,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710179,ERR230534,2009,2009-01-01,2009-12-31,United Kingdom,ERS180104,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710187,ERR230535,2009,2009-01-01,2009-12-31,United Kingdom,ERS180105,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710209,ERR230536,2009,2009-01-01,2009-12-31,United Kingdom,ERS180106,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710193,ERR230541,2008,2008-01-01,2008-12-31,United Kingdom,ERS180111,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710176,ERR230542,2009,2009-01-01,2009-12-31,United Kingdom,ERS180112,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710199,ERR230544,2010,2010-01-01,2010-12-31,United Kingdom,ERS180114,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710150,ERR230549,2008,2008-01-01,2008-12-31,United Kingdom,ERS180119,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710194,ERR230559,2009,2009-01-01,2009-12-31,United Kingdom,ERS180129,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710206,ERR230561,2010,2010-01-01,2010-12-31,United Kingdom,ERS180131,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710183,ERR230563,2011,2011-01-01,2011-12-31,United Kingdom,ERS180133,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710169,ERR230576,2010,2010-01-01,2010-12-31,United Kingdom,ERS180146,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA9333821,ERR10017015,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA9333822,ERR10017017,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA110466680,ERR10074546,2015-04-27,2015-04-26,2015-04-27,South Africa,,Stool culture,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA110466722,ERR10074588,2011-08-30,2011-08-29,2011-08-30,South Africa,,Stool culture,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA104572232,ERR2287281,not provided,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA104589619,ERR2300647,not provided,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA1710196,ERR230485,2008,2008-01-01,2008-12-31,United Kingdom,ERS180055,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710207,ERR230506,2010,2010-01-01,2010-12-31,United Kingdom,ERS180076,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710217,ERR230507,2011,2011-01-01,2011-12-31,United Kingdom,ERS180077,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710232,ERR230509,2008,2008-01-01,2008-12-31,United Kingdom,ERS180079,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710218,ERR230512,2009,2009-01-01,2009-12-31,United Kingdom,ERS180082,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710180,ERR230513,2010,2010-01-01,2010-12-31,United Kingdom,ERS180083,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710148,ERR230515,2011,2011-01-01,2011-12-31,United Kingdom,ERS180085,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710233,ERR230518,2008,2008-01-01,2008-12-31,United Kingdom,ERS180088,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710192,ERR230524,2011,2011-01-01,2011-12-31,United Kingdom,ERS180094,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710230,ERR230528,2009,2009-01-01,2009-12-31,United Kingdom,ERS180098,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710239,ERR230529,2010,2010-01-01,2010-12-31,United Kingdom,ERS180099,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710234,ERR230530,2010,2010-01-01,2010-12-31,United Kingdom,ERS180100,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710211,ERR230537,2010,2010-01-01,2010-12-31,United Kingdom,ERS180107,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710210,ERR230545,2010,2010-01-01,2010-12-31,United Kingdom,ERS180115,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710226,ERR230547,2011,2011-01-01,2011-12-31,United Kingdom,ERS180117,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710165,ERR230548,2011,2011-01-01,2011-12-31,United Kingdom,ERS180118,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710198,ERR230551,2009,2009-01-01,2009-12-31,United Kingdom,ERS180121,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710212,ERR230552,2010,2010-01-01,2010-12-31,United Kingdom,ERS180122,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710231,ERR230553,2010,2010-01-01,2010-12-31,United Kingdom,ERS180123,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710201,ERR230560,2010,2010-01-01,2010-12-31,United Kingdom,ERS180130,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710152,ERR230565,2008,2008-01-01,2008-12-31,United Kingdom,ERS180135,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710172,ERR230567,2009,2009-01-01,2009-12-31,United Kingdom,ERS180137,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710216,ERR230570,2011,2011-01-01,2011-12-31,United Kingdom,ERS180140,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710205,ERR230572,2011,2011-01-01,2011-12-31,United Kingdom,ERS180142,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710157,ERR230575,2009,2009-01-01,2009-12-31,United Kingdom,ERS180145,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710182,ERR230577,2010,2010-01-01,2010-12-31,United Kingdom,ERS180147,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710178,ERR230578,2011,2011-01-01,2011-12-31,United Kingdom,ERS180148,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1710189,ERR230579,2011,2011-01-01,2011-12-31,United Kingdom,ERS180149,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA111496712,ERR10387796,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
SAMEA111496793,ERR10387882,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
SAMEA111496798,ERR10387887,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
SAMEA111497425,ERR10388475,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
SAMEA111497606,ERR10390694,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
SAMEA111497814,ERR10390760,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
SAMEA111497880,ERR10390798,,,,Netherlands,,,ILLUMINA,NextSeq 500,WGS
