sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMN20239419,SRR17076220,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239416,SRR17076223,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239412,SRR17076227,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239376,SRR17076228,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239411,SRR17076229,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239410,SRR17076230,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239406,SRR17076234,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239403,SRR17076237,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239675,SRR17076240,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239674,SRR17076241,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239673,SRR17076242,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239672,SRR17076243,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239402,SRR17076244,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239671,SRR17076246,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239669,SRR17076248,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239663,SRR17076254,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239401,SRR17076256,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239660,SRR17076258,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239659,SRR17076259,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239654,SRR17076264,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239653,SRR17076265,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239400,SRR17076267,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239651,SRR17076268,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239650,SRR17076269,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239649,SRR17076270,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239643,SRR17076276,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239639,SRR17076281,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239638,SRR17076282,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239635,SRR17076285,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239634,SRR17076286,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239632,SRR17076288,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239629,SRR17076292,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239624,SRR17076297,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239622,SRR17076299,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239617,SRR17076305,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239612,SRR17076310,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239601,SRR17076323,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239597,SRR17076327,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239596,SRR17076328,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239595,SRR17076329,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239592,SRR17076332,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239591,SRR17076334,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239589,SRR17076336,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239584,SRR17076341,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239582,SRR17076343,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239572,SRR17076354,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239565,SRR17076363,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239563,SRR17076365,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239557,SRR17076372,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239555,SRR17076374,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239553,SRR17076376,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239550,SRR17076380,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239545,SRR17076385,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239541,SRR17076390,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239537,SRR17076394,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239531,SRR17076401,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239529,SRR17076403,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239522,SRR17076410,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239517,SRR17076416,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239515,SRR17076418,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239514,SRR17076419,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239513,SRR17076420,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239386,SRR17076422,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239509,SRR17076425,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239506,SRR17076428,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239504,SRR17076430,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239501,SRR17076434,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239499,SRR17076436,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239495,SRR17076440,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239494,SRR17076441,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239384,SRR17076444,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239489,SRR17076447,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239487,SRR17076449,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239486,SRR17076450,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239484,SRR17076452,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239482,SRR17076454,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239474,SRR17076463,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239473,SRR17076464,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239373,SRR17076467,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239471,SRR17076469,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239469,SRR17076471,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239467,SRR17076473,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239466,SRR17076474,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20239464,SRR17076476,2020-09,2020-08-31,2020-09-30,Missing,K12 MG1655,Missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17516157,SRR13514088,2018,2018-01-01,2018-12-31,Hungary,,"broiler, caecum",ILLUMINA,Illumina MiSeq,WGS
SAMN17516203,SRR13514181,1999/2000,1999-01-01,2000-12-31,Hungary,,"day old chick, bone marrow",ILLUMINA,Illumina MiSeq,WGS
SAMN12622282,SRR10012368,2019-07-17,2019-07-16,2019-07-17,USA:IL,072619-2 RF-1,macadamia nut butter,ILLUMINA,Illumina MiSeq,WGS
SAMN12622281,SRR10012369,2019-07-17,2019-07-16,2019-07-17,USA:IL,072619-2 XLD-1,macadamia nut butter,ILLUMINA,Illumina MiSeq,WGS
SAMN12628279,SRR10012913,2017,2017-01-01,2017-12-31,USA:FL,CFSAN086507,bovine manure,ILLUMINA,Illumina MiSeq,WGS
SAMN17524723,SRR13518490,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524751,SRR13518498,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524753,SRR13518499,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524739,SRR13518504,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524729,SRR13518506,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524727,SRR13518507,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524713,SRR13518512,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17524677,SRR13518522,2018-08-09,2018-08-08,2018-08-09,USA,K-12,Laboratory Evolution with 0.3M NaCl stress,ILLUMINA,Illumina HiSeq 1000,WGS
SAMN17526168,SRR13518949,2020,2020-01-01,2020-12-31,Switzerland: Zurich,ATB47-1,raw meat-based diets for companion animals,ILLUMINA,Illumina MiniSeq,WGS
SAMN12603265,SRR10013743,2018-05-18,2018-05-17,2018-05-18,missing,PG20180062,mouse gut,OXFORD_NANOPORE,MinION,WGS
SAMN12603266,SRR10013744,2018-05-18,2018-05-17,2018-05-18,missing,PG20180063,mouse gut,OXFORD_NANOPORE,MinION,WGS
SAMN12603259,SRR10013749,2018-05-18,2018-05-17,2018-05-18,missing,PG20180053,mouse gut,OXFORD_NANOPORE,MinION,WGS
SAMN12603257,SRR10013758,2018-05-18,2018-05-17,2018-05-18,missing,PG20180050,mouse gut,OXFORD_NANOPORE,MinION,WGS
SAMN12603266,SRR10013886,2018-05-18,2018-05-17,2018-05-18,missing,PG20180063,mouse gut,ILLUMINA,Illumina MiSeq,WGS
SAMN12603260,SRR10013889,2018-05-18,2018-05-17,2018-05-18,missing,PG20180054,mouse gut,ILLUMINA,Illumina MiSeq,WGS
SAMN23569778,SRR17099026,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1537968,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17569902,SRR13523665,2019-03,2019-03-01,2019-03-31,"USA: Greensboro, NC",K-12 MG1655,,ILLUMINA,Illumina MiSeq,WGS
SAMN17598132,SRR13558082,2017-09-09,2017-09-08,2017-09-09,Australia,ST-56-29,septic tank,ILLUMINA,Illumina MiSeq,WGS
SAMN17598131,SRR13558083,2017-07-15,2017-07-14,2017-07-15,Australia,ST-54-2,septic tank,ILLUMINA,Illumina MiSeq,WGS
SAMN17598130,SRR13558084,2017-07-15,2017-07-14,2017-07-15,Australia,ST-52-1,septic tank,ILLUMINA,Illumina MiSeq,WGS
SAMN17610808,SRR13565885,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610806,SRR13565887,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610799,SRR13565894,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610798,SRR13565896,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610790,SRR13565904,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610789,SRR13565905,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610717,SRR13565906,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610786,SRR13565909,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610785,SRR13565910,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610782,SRR13565913,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610780,SRR13565915,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610716,SRR13565917,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610777,SRR13565919,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610770,SRR13565926,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610764,SRR13565933,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610755,SRR13565943,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610752,SRR13565946,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610751,SRR13565947,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610713,SRR13565950,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610748,SRR13565951,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610744,SRR13565955,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610743,SRR13565956,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610712,SRR13565961,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610738,SRR13565962,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610736,SRR13565964,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610734,SRR13565966,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610732,SRR13565968,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610731,SRR13565969,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610711,SRR13565972,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610726,SRR13565975,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610723,SRR13565978,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610831,SRR13565985,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610830,SRR13565986,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610721,SRR13565988,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17610826,SRR13565991,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610819,SRR13565998,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610817,SRR13566001,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610814,SRR13566004,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610813,SRR13566005,2019,2019-01-01,2019-12-31,USA,K12 MG1655,laboratory,ILLUMINA,NextSeq 550,WGS
SAMN17610710,SRR13566011,2016,2016-01-01,2016-12-31,USA,K12 MG1655,laboratory,ILLUMINA,Illumina HiSeq 4000,WGS
SAMN17614377,SRR13570478,2015,2015-01-01,2015-12-31,Belgium,IHIT32397_strain,,ILLUMINA,Illumina MiSeq,WGS
SAMN23584190,SRR17115132,2021,2021-01-01,2021-12-31,USA:NC,FSIS12106936,Animal-Swine-Sow (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN23585736,SRR17116067,2021,2021-01-01,2021-12-31,USA:NM,FSIS12106783,Animal-Cattle-Beef Cow (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN16193138,SRR13577327,2015,2015-01-01,2015-12-31,USA,ARS-CC11352,feces from veal calf,ILLUMINA,NextSeq 500,WGS
SAMN03265446,SRR1713306,2012-01-01,2012-01-01,2012-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN03265447,SRR1713307,2012-01-01,2012-01-01,2012-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN23706749,SRR17144037,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1540567,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN23706779,SRR17144074,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1540568,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN12619296,SRR10030083,2018,2018-01-01,2018-12-31,USA:KS,CVM 45493,environmental,ILLUMINA,Illumina MiSeq,WGS
SAMN12619293,SRR10030086,2018,2018-01-01,2018-12-31,USA:IA,CVM 45490,environmental,ILLUMINA,Illumina MiSeq,WGS
SAMN23768689,SRR17179239,2019-10/2020-09,2019-09-30,2020-09-30,Ethiopia: Dessie,Not appllicable,Human blood sample,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17756708,SRR13609827,2019,2019-01-01,2019-12-31,Germany,RKI6295,feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17756705,SRR13609831,2019,2019-01-01,2019-12-31,Germany,RKI6297,feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17756704,SRR13609832,2019,2019-01-01,2019-12-31,Germany,RKI6616,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN17756703,SRR13609833,2019,2019-01-01,2019-12-31,Germany,RKI6581,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN17756695,SRR13609860,2019,2019-01-01,2019-12-31,Germany,RKI6574,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN17756689,SRR13609866,2019,2019-01-01,2019-12-31,Germany,RKI6608,nostrils,ILLUMINA,Illumina MiSeq,WGS
SAMN17756688,SRR13609867,2019,2019-01-01,2019-12-31,Germany,RKI6606,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN17764421,SRR13614702,2020,2020-01-01,2020-12-31,USA:CA,FSIS12036004,Animal-Calf-Bob Veal (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN17764424,SRR13614706,2020,2020-01-01,2020-12-31,USA:FL,FSIS12036006,Animal-Sheep-Lamb (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN23843941,SRR17192202,2018-06-07,2018-06-06,2018-06-07,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23844188,SRR17192368,2018-07-18,2018-07-17,2018-07-18,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23844066,SRR17192439,2018-05-02,2018-05-01,2018-05-02,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23843934,SRR17192530,2018-06-01,2018-05-31,2018-06-01,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23843908,SRR17192558,2018-07-10,2018-07-09,2018-07-10,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23844325,SRR17192569,2018-05-06,2018-05-05,2018-05-06,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23844170,SRR17192612,2018-05-24,2018-05-23,2018-05-24,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN23844167,SRR17192615,2018-05-24,2018-05-23,2018-05-24,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS
SAMN17771935,SRR13621988,missing,,,missing,PNUSAE041550,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN23892581,SRR17196332,missing,,,USA,PNUSAE091080,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN23894258,SRR17200268,2021-08-04,2021-08-03,2021-08-04,USA:KS,PSU-4878,water cistern,ILLUMINA,Illumina MiSeq,WGS
SAMN02840668,SRR1363175,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840671,SRR1363178,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840676,SRR1363183,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840684,SRR1363191,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840686,SRR1363193,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
