sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMEA1466353,ERR137845,,,,,12040275,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466339,ERR137850,,,,,12260396,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466301,ERR137853,,,,,12400300,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466352,ERR137857,,,,,12640201,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466392,ERR137859,,,,,13000380,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466306,ERR137866,,,,,13380338,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466332,ERR137868,,,,,13600367,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466337,ERR137869,,,,,13640363,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466350,ERR137872,,,,,13780309,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466365,ERR137874,,,,,13880312,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466381,ERR137876,,,,,13940341,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466325,ERR137885,,,,,14140278,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466342,ERR137886,,,,,14240339,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466363,ERR137888,,,,,14320392,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466390,ERR137891,,,,,14580243,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466313,ERR137897,,,,,14860268,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466341,ERR137900,,,,,14960444,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31095989,SRR21934102,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711838,human,ILLUMINA,NextSeq 1000,WGS
SAMN31140830,SRR21934107,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1714738,human,ILLUMINA,NextSeq 1000,WGS
SAMN31323846,SRR21936708,2022,2022-01-01,2022-12-31,USA,PNUSAE117709,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31355893,SRR21958813,missing,,,USA,PNUSAE117890,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31370145,SRR21976057,missing,,,USA,PNUSAE117907,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31382597,SRR21980428,2022,2022-01-01,2022-12-31,USA,PNUSAE117957,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31390928,SRR21987037,missing,,,USA,PNUSAE118023,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1466366,ERR134562,,,,,5260715,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466320,ERR134566,,,,,10380305,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466311,ERR134568,,,,,10420344,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466385,ERR134572,,,,,10700172,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466377,ERR134573,,,,,10700174,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466349,ERR134576,,,,,10820109,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31393961,SRR21996487,2022,2022-01-01,2022-12-31,missing,PNUSAE118051,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA3710583,ERR1364144,2008,2008-01-01,2008-12-31,United Kingdom,4028STDY6275107,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710586,ERR1364147,2008,2008-01-01,2008-12-31,United Kingdom,4028STDY6275110,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710594,ERR1364155,2008,2008-01-01,2008-12-31,United Kingdom,4028STDY6275118,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710602,ERR1364163,2008,2008-01-01,2008-12-31,United Kingdom,4028STDY6275126,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710604,ERR1364165,2008,2008-01-01,2008-12-31,United Kingdom,4028STDY6275128,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710605,ERR1364166,2008,2008-01-01,2008-12-31,United Kingdom,4028STDY6275129,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710607,ERR1364168,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275131,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710619,ERR1364180,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275143,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710622,ERR1364182,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275145,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710624,ERR1364183,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275146,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710634,ERR1364188,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275151,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710638,ERR1364190,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275153,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710642,ERR1364192,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275155,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710646,ERR1364194,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275157,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710654,ERR1364198,2010,2010-01-01,2010-12-31,United Kingdom,4028STDY6275161,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710666,ERR1364204,2010,2010-01-01,2010-12-31,United Kingdom,4028STDY6275167,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710678,ERR1364210,2010,2010-01-01,2010-12-31,United Kingdom,4028STDY6275173,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710690,ERR1364216,2010,2010-01-01,2010-12-31,United Kingdom,4028STDY6275179,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710696,ERR1364219,2009,2009-01-01,2009-12-31,United Kingdom,4028STDY6275182,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710698,ERR1364220,2010,2010-01-01,2010-12-31,United Kingdom,4028STDY6275183,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710704,ERR1364223,2010,2010-01-01,2010-12-31,United Kingdom,4028STDY6275186,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710623,ERR1364238,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275203,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710633,ERR1364243,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275208,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710639,ERR1364246,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275211,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710641,ERR1364247,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275212,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710649,ERR1364251,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275216,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710659,ERR1364256,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275221,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710661,ERR1364257,2011,2011-01-01,2011-12-31,United Kingdom,4028STDY6275222,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710665,ERR1364259,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275224,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710669,ERR1364261,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275226,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710675,ERR1364264,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275229,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710681,ERR1364267,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275232,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710689,ERR1364271,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275236,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710695,ERR1364274,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275239,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710699,ERR1364276,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275241,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710706,ERR1364280,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275245,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710708,ERR1364281,2012,2012-01-01,2012-12-31,United Kingdom,4028STDY6275246,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710719,ERR1364286,2013,2013-01-01,2013-12-31,United Kingdom,4028STDY6275251,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710730,ERR1364292,2013,2013-01-01,2013-12-31,United Kingdom,4028STDY6275257,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710734,ERR1364295,2013,2013-01-01,2013-12-31,United Kingdom,4028STDY6275260,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710740,ERR1364301,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275266,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710741,ERR1364302,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275267,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710743,ERR1364304,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275269,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710746,ERR1364307,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275272,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710747,ERR1364308,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275273,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710753,ERR1364314,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275279,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710756,ERR1364317,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275282,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710759,ERR1364320,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275285,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710760,ERR1364321,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275286,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710761,ERR1364322,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275287,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710763,ERR1364324,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275289,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710767,ERR1364328,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275293,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710768,ERR1364329,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275294,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3710769,ERR1364330,2014,2014-01-01,2014-12-31,United Kingdom,4028STDY6275295,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31419957,SRR22016544,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733162,human,ILLUMINA,NextSeq 1000,WGS
SAMN31419948,SRR22016546,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733088,human,ILLUMINA,NextSeq 1000,WGS
SAMN31419955,SRR22016549,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1731656,human,ILLUMINA,NextSeq 1000,WGS
SAMN31419965,SRR22016552,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1729684,human,ILLUMINA,NextSeq 1000,WGS
SAMN31419966,SRR22016557,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733171,human,ILLUMINA,NextSeq 1000,WGS
SAMN31419951,SRR22016558,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733158,human,ILLUMINA,NextSeq 1000,WGS
SAMN31419993,SRR22016586,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733146,human,ILLUMINA,NextSeq 1000,WGS
SAMN31440500,SRR22035082,missing,,,USA,PNUSAE118529,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31445182,SRR22042381,missing,,,USA,PNUSAE118544,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31445183,SRR22042384,missing,,,USA,PNUSAE118543,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31445179,SRR22042385,missing,,,USA,PNUSAE118549,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1466391,ERR137833,,,,,10180349,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466371,ERR137839,,,,,11880290,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466379,ERR137841,,,,,11940289,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466333,ERR137847,,,,,12160578,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466326,ERR137848,,,,,12180189,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466345,ERR137849,,,,,12260393,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466351,ERR137858,,,,,12760375,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466386,ERR137860,,,,,13020315,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466321,ERR137864,,,,,13260438,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466328,ERR137867,,,,,13400357,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466343,ERR137870,,,,,13640364,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466347,ERR137873,,,,,13820434,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466310,ERR137879,,,,,14040421,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466304,ERR137880,,,,,14060413,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466322,ERR137881,,,,,14100339,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466318,ERR137882,,,,,14100341,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466329,ERR137884,,,,,14120313,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466358,ERR137887,,,,,14280468,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466348,ERR137890,,,,,14540516,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466382,ERR137892,,,,,14580244,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31465672,SRR22054869,2022,2022-01-01,2022-12-31,USA,PNUSAE118635,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1466376,ERR137893,,,,,14680285,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1466334,ERR137899,,,,,14960439,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31468150,SRR22059290,missing,,,USA,PNUSAE118282,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31538705,SRR22114416,2022,2022-01-01,2022-12-31,missing,PNUSAE119032,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31538700,SRR22114419,2022,2022-01-01,2022-12-31,missing,PNUSAE119034,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31538706,SRR22114420,2022,2022-01-01,2022-12-31,missing,PNUSAE119036,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31538704,SRR22114424,2022,2022-01-01,2022-12-31,missing,PNUSAE119031,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31559332,SRR22130052,missing,,,USA,PNUSAE119106,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31560787,SRR22133375,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739179,human,ILLUMINA,NextSeq 1000,WGS
SAMN31560781,SRR22133383,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739213,human,ILLUMINA,NextSeq 1000,WGS
SAMEA3891666,ERR1516069,2010,2010-01-01,2010-12-31,France,4028STDY6329944,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891678,ERR1516080,2010,2010-01-01,2010-12-31,France,4028STDY6329955,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31576505,SRR22148820,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739888,human,ILLUMINA,NextSeq 1000,WGS
SAMN31577068,SRR22148835,missing,,,USA,PNUSAE119331,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31592356,SRR22179245,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740842,human,ILLUMINA,NextSeq 1000,WGS
SAMN31592376,SRR22179363,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740824,human,ILLUMINA,NextSeq 1000,WGS
SAMN31592372,SRR22179372,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740839,human,ILLUMINA,NextSeq 1000,WGS
SAMEA3891692,ERR1541577,2012,2012-01-01,2012-12-31,France,4028STDY6329969,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891693,ERR1541578,2012,2012-01-01,2012-12-31,France,4028STDY6329970,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891700,ERR1541585,2012,2012-01-01,2012-12-31,France,4028STDY6329977,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891705,ERR1541589,2013,2013-01-01,2013-12-31,France,4028STDY6329981,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891707,ERR1541591,2013,2013-01-01,2013-12-31,France,4028STDY6329983,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891710,ERR1541594,2013,2013-01-01,2013-12-31,France,4028STDY6329986,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891712,ERR1541596,2013,2013-01-01,2013-12-31,France,4028STDY6329988,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891713,ERR1541597,2013,2013-01-01,2013-12-31,France,4028STDY6329989,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891714,ERR1541598,2013,2013-01-01,2013-12-31,France,4028STDY6329990,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891715,ERR1541599,2013,2013-01-01,2013-12-31,France,4028STDY6329991,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891716,ERR1541600,2013,2013-01-01,2013-12-31,France,4028STDY6329992,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891721,ERR1541604,2014,2014-01-01,2014-12-31,France,4028STDY6329996,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891726,ERR1541609,2014,2014-01-01,2014-12-31,France,4028STDY6330001,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891728,ERR1541611,2014,2014-01-01,2014-12-31,France,4028STDY6330003,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891731,ERR1541614,2014,2014-01-01,2014-12-31,France,4028STDY6330006,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891732,ERR1541615,2014,2014-01-01,2014-12-31,France,4028STDY6330007,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891737,ERR1541619,2014,2014-01-01,2014-12-31,France,4028STDY6330011,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA4351131,ERR1544916,2014,2014-01-01,2014-12-31,Denmark,,faeces,ILLUMINA,Illumina MiSeq,WGS
SAMN31611465,SRR22196071,2022,2022-01-01,2022-12-31,missing,PNUSAE119479,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31611947,SRR22196902,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1742570,human,ILLUMINA,NextSeq 1000,WGS
SAMN31612577,SRR22197562,2022,2022-01-01,2022-12-31,missing,PNUSAE119527,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31612576,SRR22197565,2022,2022-01-01,2022-12-31,missing,PNUSAE119526,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31648065,SRR22223066,missing,,,USA,PNUSAE119745,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31648066,SRR22223073,missing,,,USA,PNUSAE119748,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31669197,SRR22244795,missing,,,USA,PNUSAE119890,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31670010,SRR22245476,2022,2022-01-01,2022-12-31,USA,PNUSAE119454,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31670433,SRR22245920,2022,2022-01-01,2022-12-31,missing,PNUSAE119898,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31671069,SRR22246907,missing,,,USA,PNUSAE119923,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31671655,SRR22247459,missing,,,USA,PNUSAE120014,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31671777,SRR22247548,2022,2022-01-01,2022-12-31,USA,PNUSAE119991,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31671779,SRR22247550,2022,2022-01-01,2022-12-31,USA,PNUSAE119992,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31671815,SRR22247589,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1747333,human,ILLUMINA,NextSeq 1000,WGS
SAMN31671946,SRR22247641,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1747605,human,ILLUMINA,NextSeq 1000,WGS
SAMN31672541,SRR22248454,missing,,,missing,PNUSAE120048,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31707307,SRR22270438,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1751342,human,ILLUMINA,NextSeq 1000,WGS
SAMN31707321,SRR22270444,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1751345,human,ILLUMINA,NextSeq 1000,WGS
SAMN31707322,SRR22270453,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1748492,human,ILLUMINA,NextSeq 1000,WGS
SAMN31713107,SRR22276148,2022,2022-01-01,2022-12-31,missing,PNUSAE120233,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31714007,SRR22281925,2022,2022-01-01,2022-12-31,missing,PNUSAE120297,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31714037,SRR22282076,2022,2022-01-01,2022-12-31,USA,PNUSAE120356,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA3891659,ERR1516063,2009,2009-01-01,2009-12-31,France,4028STDY6329938,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891661,ERR1516065,2010,2010-01-01,2010-12-31,France,4028STDY6329940,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891665,ERR1516068,2010,2010-01-01,2010-12-31,France,4028STDY6329943,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891679,ERR1516081,2010,2010-01-01,2010-12-31,France,4028STDY6329956,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891682,ERR1516084,2011,2011-01-01,2011-12-31,France,4028STDY6329959,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN31717283,SRR22287691,missing,,,USA,PNUSAE120474,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31717284,SRR22290766,missing,,,USA,PNUSAE120467,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN23441070,SRR22313046,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534285,human,OXFORD_NANOPORE,MinION,WGS
SAMN23457677,SRR22313049,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1535639,human,OXFORD_NANOPORE,MinION,WGS
SAMN23341719,SRR22313051,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1531858,human,OXFORD_NANOPORE,MinION,WGS
SAMN31759595,SRR22315101,missing,,,USA,PNUSAE120544,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31774478,SRR22324520,missing,,,USA,PNUSAE120623,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31775017,SRR22324928,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1752725,human,ILLUMINA,NextSeq 1000,WGS
SAMN31787865,SRR22335643,2022,2022-01-01,2022-12-31,missing,PNUSAE120670,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31787855,SRR22335645,2022,2022-01-01,2022-12-31,missing,PNUSAE120669,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31787860,SRR22335646,2022,2022-01-01,2022-12-31,missing,PNUSAE120667,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN31789255,SRR22340608,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755726,human,ILLUMINA,NextSeq 1000,WGS
SAMN31789579,SRR22340630,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755590,human,ILLUMINA,NextSeq 1000,WGS
SAMN31801489,SRR22348931,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1757783,human,ILLUMINA,NextSeq 1000,WGS
SAMN31801499,SRR22348947,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1757799,human,ILLUMINA,NextSeq 1000,WGS
SAMN31805400,SRR22351293,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1758568,human,ILLUMINA,NextSeq 1000,WGS
SAMN31805399,SRR22351298,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1760407,human,ILLUMINA,NextSeq 1000,WGS
SAMN31805386,SRR22351300,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1760257,human,ILLUMINA,NextSeq 1000,WGS
SAMEA3891688,ERR1541573,2011,2011-01-01,2011-12-31,France,4028STDY6329965,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891694,ERR1541579,2012,2012-01-01,2012-12-31,France,4028STDY6329971,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891696,ERR1541581,2012,2012-01-01,2012-12-31,France,4028STDY6329973,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891697,ERR1541582,2012,2012-01-01,2012-12-31,France,4028STDY6329974,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891698,ERR1541583,2012,2012-01-01,2012-12-31,France,4028STDY6329975,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891709,ERR1541593,2013,2013-01-01,2013-12-31,France,4028STDY6329985,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891711,ERR1541595,2013,2013-01-01,2013-12-31,France,4028STDY6329987,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891718,ERR1541601,2014,2014-01-01,2014-12-31,France,4028STDY6329993,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3891722,ERR1541605,2014,2014-01-01,2014-12-31,France,4028STDY6329997,Stool,ILLUMINA,Illumina HiSeq 2000,WGS
