sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN03569144,SRR1999265,2013-04,2013-03-31,2013-04-30,USA,2013D-9645C2,,ILLUMINA,Illumina MiSeq,WGS,2013,04,,,,False
SAMN29542740,SRR20002738,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1657412,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN22183861,SRR16277991,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1492971,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22214559,SRR16291009,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1497138,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22214557,SRR16291010,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1497137,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22214642,SRR16291060,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1489830,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22228526,SRR16301522,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1487526,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN22231043,SRR16301530,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1487469,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN27740536,SRR18893598,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1616409,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN22308164,SRR16345288,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1497676,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22308173,SRR16345296,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1497675,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22370452,SRR16466306,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1497937,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,09,,,,False
SAMN29598099,SRR20046866,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106669,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN29598102,SRR20046867,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106670,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN29598096,SRR20046868,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106668,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN29598089,SRR20046869,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106666,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN29603386,SRR20052721,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1658374,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29603393,SRR20052728,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1658350,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29606770,SRR20053070,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1658362,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29604669,SRR20053209,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1658448,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN27959631,SRR18964951,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1617989,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN26797365,SRR18965602,2014-02-10,2014-02-10,2014-02-10,United Kingdom:Scotland,617,feces,ILLUMINA,Illumina MiSeq,WGS,2014,02,10,,,False
SAMN22562175,SRR16568658,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1498936,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22562188,SRR16568680,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1498994,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN27992971,SRR18979413,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1621042,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN02597286,SRR1658075,2002-07,2002-06-30,2002-07-31,USA:NY,ewgs1014,lean ground beef,ILLUMINA,Illumina MiSeq,WGS,2002,07,,NY,2.0,False
SAMN27992967,SRR19008444,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1621034,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28014564,SRR19019347,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1619893,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28017530,SRR19023375,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1622946,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28017519,SRR19023386,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1622960,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN29662207,SRR20105561,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1659057,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03609970,SRR2015665,2014-12-16,2014-12-16,2014-12-16,Argentina,ARIM-EXH831-14.6,ground beef,ILLUMINA,Illumina MiSeq,WGS,2014,12,16,,,False
SAMN03609965,SRR2015682,2006-12-19,2006-12-19,2006-12-19,Argentina,ARIM-EXH1186-06,stool,ILLUMINA,Illumina MiSeq,WGS,2006,12,19,,,False
SAMN03609963,SRR2015792,2002-04-18,2002-04-17,2002-04-18,Argentina,ARIM-EXH346-02,stool,ILLUMINA,Illumina MiSeq,WGS,2002,04,18,,,False
SAMN28102770,SRR19100597,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1623321,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN03609978,SRR2016400,2008-07-16,2008-07-15,2008-07-16,Argentina,ARIM-EXH625-08,stool,ILLUMINA,Illumina MiSeq,WGS,2008,07,16,,,False
SAMN29756184,SRR20210187,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1661472,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN28156123,SRR19139254,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1624514,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN22866623,SRR16764718,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1519805,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN29768546,SRR20230184,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1662367,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29768461,SRR20230829,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1662787,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782862,SRR20273425,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664669,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782868,SRR20273429,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664412,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782919,SRR20273471,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664369,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782927,SRR20273479,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664361,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29802603,SRR20289189,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1665052,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29851213,SRR20326178,2013-10-22,2013-10-21,2013-10-22,USA:AZ,MJ1049-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2013,10,22,AZ,9.0,False
SAMN29851238,SRR20326194,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1004-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN29851244,SRR20326200,2013-10-22,2013-10-21,2013-10-22,USA:AZ,MJ1053-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2013,10,22,AZ,9.0,False
SAMN22935766,SRR16821265,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1518834,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22935770,SRR16821269,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1521813,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22935772,SRR16821276,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1518824,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN29877615,SRR20351905,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1665684,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03610079,SRR2038655,2015-02,2015-02-01,2015-02-28,USA,PNUSAE000513,stool,ILLUMINA,Illumina MiSeq,WGS,2015,02,,,,False
SAMN03703267,SRR2038689,2015-04,2015-03-31,2015-04-30,USA,PNUSAE000616,stool,ILLUMINA,Illumina MiSeq,WGS,2015,04,,,,False
SAMN23072142,SRR16920087,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1522065,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23072176,SRR16920091,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1522063,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23134819,SRR16940989,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1524623,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN28553402,SRR19324823,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1627786,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28553398,SRR19324828,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1627816,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN08765088,SRR16955604,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,429692,food,OXFORD_NANOPORE,MinION,WGS,2017,10,,,,True
SAMN08765089,SRR16955605,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,429691,food,OXFORD_NANOPORE,MinION,WGS,2017,10,,,,True
SAMN08765095,SRR16955606,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,427603,missing,OXFORD_NANOPORE,MinION,WGS,2017,09,,,,True
SAMN12752398,SRR16955609,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,804533,missing,OXFORD_NANOPORE,MinION,WGS,2019,09,,,,True
SAMN08765091,SRR16955620,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,432300,animal,OXFORD_NANOPORE,MinION,WGS,2017,10,,,,True
SAMN28577674,SRR19347562,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1632788,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28577702,SRR19347588,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1634633,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28590786,SRR19349858,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1634323,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN23284041,SRR16976035,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1529062,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23284026,SRR16976043,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1528998,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23284060,SRR16976052,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1529024,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23309729,SRR16987683,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1531103,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN28701874,SRR19432009,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1637150,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN30106557,SRR20752900,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1674858,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30106547,SRR20752944,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1674794,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30106542,SRR20753157,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1674792,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03431328,SRR1946931,2014-08-26,2014-08-25,2014-08-26,USA:NC,VA-WGS-00433,raw beef trimming,ILLUMINA,Illumina MiSeq,WGS,2014,08,26,NC,4.0,False
SAMN03785357,SRR2080964,2015-05,2015-04-30,2015-05-31,USA,2015C-3873,stool,ILLUMINA,Illumina MiSeq,WGS,2015,05,,,,False
SAMN03785358,SRR2080965,2015-06,2015-05-31,2015-06-30,USA,2015C-3874,stool,ILLUMINA,Illumina MiSeq,WGS,2015,06,,,,False
SAMN03785361,SRR2080967,2015-06,2015-05-31,2015-06-30,USA,2015C-3877,stool,ILLUMINA,Illumina MiSeq,WGS,2015,06,,,,False
SAMN03785360,SRR2080968,2015-06,2015-05-31,2015-06-30,USA,2015C-3876,stool,ILLUMINA,Illumina MiSeq,WGS,2015,06,,,,False
SAMN03785364,SRR2080971,2015-06,2015-05-31,2015-06-30,USA,2015C-3880,stool,ILLUMINA,Illumina MiSeq,WGS,2015,06,,,,False
SAMN23441085,SRR17038717,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534321,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23441092,SRR17038728,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534301,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23441102,SRR17038735,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1534283,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN23470204,SRR17052931,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1535978,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN30168648,SRR20868903,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1676690,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30173662,SRR20911729,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677485,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173661,SRR20911731,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677489,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173674,SRR20911733,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677304,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173676,SRR20911736,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677473,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30173680,SRR20911979,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677519,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN29493109,SRR19973565,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1655323,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29493118,SRR19973576,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1655635,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN30220351,SRR20993497,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1678354,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30220352,SRR20993502,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1678377,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30220373,SRR20993561,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1678380,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30220380,SRR20993565,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1678375,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN03569552,SRR1999964,2009-04,2009-03-31,2009-04-30,USA,2009C-3634,stool,ILLUMINA,Illumina MiSeq,WGS,2009,04,,,,False
SAMN03570554,SRR2000439,2009-07,2009-06-30,2009-07-31,USA,2009C-4669,stool,ILLUMINA,Illumina MiSeq,WGS,2009,07,,,,False
SAMN03473313,SRR2002640,2015-03,2015-03-01,2015-03-31,USA,PNUSAE000473,stool,ILLUMINA,Illumina MiSeq,WGS,2015,03,,,,False
SAMN30242906,SRR21007669,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679348,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242902,SRR21007675,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679330,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242927,SRR21007692,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679346,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30242962,SRR21007728,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679339,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN23970310,SRR17214425,2021-11,2021-11-01,2021-11-30,USA:WI,PNUSAE091118,stool,ILLUMINA,Illumina MiSeq,WGS,2021,11,,WI,5.0,False
SAMN30266184,SRR21017401,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680360,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266319,SRR21018067,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680473,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30266323,SRR21018074,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1680504,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN24104943,SRR17239729,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1543250,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24104975,SRR17239760,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1543247,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24104972,SRR17239766,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1543226,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN30372866,SRR21109018,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1682312,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393339,SRR21129274,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1684481,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393359,SRR21129286,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1683034,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393351,SRR21129328,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1684498,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393633,SRR21129335,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1684502,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN24198969,SRR17269265,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1547169,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24251654,SRR17281185,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1544910,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24251743,SRR17281195,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545514,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24579079,SRR17405869,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1555570,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN29598075,SRR20046865,2015-09-28,2015-09-27,2015-09-28,USA: GA,PNUSAE106662,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,09,28,GA,4.0,False
SAMN29598082,SRR20046870,2015-10-05,2015-10-04,2015-10-05,USA: GA,PNUSAE106664,Water from irrigation pond,ILLUMINA,Illumina MiSeq,WGS,2015,10,05,GA,4.0,False
SAMN30480535,SRR21205616,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687715,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480512,SRR21205621,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687725,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480549,SRR21205654,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688442,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480550,SRR21205802,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688470,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30444070,SRR21205808,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1686879,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN24706836,SRR17478253,2016-08,2016-07-31,2016-08-31,United Kingdom: United Kingdom,287600,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,08,,,,False
SAMN29661926,SRR20106299,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1659070,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29662215,SRR20106658,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1659105,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03019924,SRR2015206,2009-06,2009-05-31,2009-06-30,USA,,urine,ILLUMINA,Illumina MiSeq,WGS,2009,06,,,,False
SAMN03609968,SRR2015244,2014-11-19,2014-11-19,2014-11-19,Argentina,ARIM-EXH737-14,stool,ILLUMINA,Illumina MiSeq,WGS,2014,11,19,,,False
SAMN03609972,SRR2015830,2007-07-24,2007-07-23,2007-07-24,Argentina,ARIM-EXHF130,stool,ILLUMINA,Illumina MiSeq,WGS,2007,07,24,,,False
SAMN03609977,SRR2016393,2005-12-10,2005-12-10,2005-12-10,Argentina,ARIM-EXH279-06,stool,ILLUMINA,Illumina MiSeq,WGS,2005,12,10,,,False
SAMN29767595,SRR20225942,2022-06,2022-05-31,2022-06-30,USA:TN,PNUSAE107312,swab,ILLUMINA,Illumina MiSeq,WGS,2022,06,,TN,4.0,False
SAMN29768483,SRR20230816,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1662823,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30547916,SRR21284001,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690861,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547966,SRR21284042,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690798,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547956,SRR21284044,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690832,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547984,SRR21284062,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690754,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN29782872,SRR20273436,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664645,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782885,SRR20273448,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664399,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782890,SRR20273452,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664629,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29782931,SRR20273483,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1664408,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29803276,SRR20289205,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1665037,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29803226,SRR20289213,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1665041,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29851215,SRR20326182,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1009-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN29851232,SRR20326187,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1006-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN29851234,SRR20326191,2013-10-22,2013-10-21,2013-10-22,USA:AZ,MJ1054-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2013,10,22,AZ,9.0,False
SAMN29851265,SRR20326197,2013-10-22,2013-10-21,2013-10-22,USA:AZ,MJ1051-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2013,10,22,AZ,9.0,False
SAMN29851242,SRR20326203,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1003-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN29851241,SRR20326205,2014-02-17,2014-02-17,2014-02-17,USA:AZ,MJ1007-1,bovine manure,ILLUMINA,Illumina MiSeq,WGS,2014,02,17,AZ,9.0,False
SAMN03581170,SRR2035445,2015-04-16,2015-04-15,2015-04-16,USA:OR,CFSAN032839,food,ILLUMINA,Illumina MiSeq,WGS,2015,04,16,OR,10.0,False
SAMN25124050,SRR17664268,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1562925,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25124052,SRR17664313,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1562888,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
