sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN30716908,SRR21465927,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696365,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30728105,SRR21488042,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1698298,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30789481,SRR21520463,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700636,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30811759,SRR21533626,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1700386,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN24119010,SRR17248093,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545942,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN26366630,SRR18207005,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1587081,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26631381,SRR18313006,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1593325,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN12868761,SRR10198849,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,806252,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12868767,SRR10198852,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,806247,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN25160077,SRR17696136,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564606,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25182236,SRR17704180,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564923,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25182229,SRR17704185,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1562979,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25182235,SRR17704194,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564954,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN30858579,SRR21578039,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1702833,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN25209005,SRR17713378,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1565859,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25209051,SRR17713387,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1565808,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25209028,SRR17713391,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1565804,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN12881697,SRR10212147,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,811060,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12881731,SRR10212159,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,811055,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12881799,SRR10212176,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808307,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12881793,SRR10212190,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808242,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN30914787,SRR21618953,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1705736,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30914780,SRR21618975,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1705714,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30914814,SRR21619066,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1705745,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30914846,SRR21619096,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1705679,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30077595,SRR20728077,2021-02-25,2021-02-25,2021-02-25,Spain: Barcelona,SH264,feces,ILLUMINA,Illumina MiSeq,WGS,2021,02,25,,,False
SAMN30077587,SRR20728086,2020-09-08,2020-09-07,2020-09-08,Spain: Barcelona,SH256,feces,ILLUMINA,Illumina MiSeq,WGS,2020,09,08,,,False
SAMN30077583,SRR20728090,2020-03-11,2020-03-11,2020-03-11,Spain: Barcelona,SH252,feces,ILLUMINA,Illumina MiSeq,WGS,2020,03,11,,,False
SAMN30077574,SRR20728100,2021-07-28,2021-07-27,2021-07-28,Spain: Barcelona,SH242,feces,ILLUMINA,Illumina MiSeq,WGS,2021,07,28,,,False
SAMN30911369,SRR21616133,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704503,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30911368,SRR21616139,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704516,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30964273,SRR21677803,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1708679,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN13032730,SRR10283320,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,821098,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13032741,SRR10283333,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,821095,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31288997,SRR21910324,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1726676,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31289006,SRR21910365,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725353,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31141335,SRR21910391,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1716806,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31208963,SRR21910437,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1718599,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31140769,SRR21910576,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1715826,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31258156,SRR21910664,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1723661,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31095988,SRR21918414,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711795,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31186867,SRR21918451,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1719937,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31131706,SRR21918499,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1713781,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31096055,SRR21918512,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711784,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN13050731,SRR10302286,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,821186,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31096054,SRR21934109,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711826,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN13059413,SRR10312199,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,822591,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13059410,SRR10312203,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,822594,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13059412,SRR10312204,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,822593,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31390605,SRR21986801,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1730791,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN13134330,SRR10352158,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,828279,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13149330,SRR10357205,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,829115,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31419958,SRR22016541,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733145,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31419992,SRR22016583,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733106,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN13208408,SRR10397412,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,833379,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13208467,SRR10397432,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,832760,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13253821,SRR10424218,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,834786,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13265367,SRR10431629,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,835448,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13268927,SRR10435711,2015-04,2015-03-31,2015-04-30,United Kingdom: United Kingdom,106514,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,04,,,,False
SAMN13268909,SRR10435728,2015-07,2015-06-30,2015-07-31,United Kingdom: United Kingdom,136736,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,,,,False
SAMN13268867,SRR10435783,2015-04,2015-03-31,2015-04-30,United Kingdom: United Kingdom,106509,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,04,,,,False
SAMN13268865,SRR10435786,2015-04,2015-03-31,2015-04-30,United Kingdom: United Kingdom,106512,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,04,,,,False
SAMN31525881,SRR22099625,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738568,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN13293246,SRR10452818,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,836980,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13293258,SRR10452819,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,836977,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13293278,SRR10452829,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,837048,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN31576914,SRR22147001,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739210,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31576910,SRR22148821,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739871,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31592371,SRR22179359,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740826,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31592377,SRR22179361,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740815,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31592392,SRR22179379,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740851,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31592388,SRR22179380,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740413,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31275235,SRR21910284,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1723687,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31288994,SRR21910288,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1726554,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31186961,SRR21910445,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1719871,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31289024,SRR21910668,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725077,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31289039,SRR21910712,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725035,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31220941,SRR21910763,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1722858,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31141255,SRR21910784,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1715808,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31023365,SRR21918412,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1710407,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31110797,SRR21918513,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711862,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31096059,SRR21918530,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711868,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31023527,SRR21918569,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1710382,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31611926,SRR22196822,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1742519,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31611938,SRR22196896,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1742543,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31611972,SRR22196944,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1742563,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31390566,SRR21986791,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1730792,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31697122,SRR22263733,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1749678,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31707306,SRR22270436,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1751280,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31707330,SRR22270466,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1749716,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN13380428,SRR10521974,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,842939,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13385572,SRR10527356,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,844002,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13429293,SRR10559568,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,844890,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN31419991,SRR22016584,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733109,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31775014,SRR22324929,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1754055,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31789514,SRR22340623,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755574,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31789538,SRR22340631,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755762,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31805383,SRR22351295,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1760244,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN13501129,SRR10598973,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,848983,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13501156,SRR10599000,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,850052,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN31521623,SRR22096628,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738027,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31865239,SRR22404925,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1762080,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31885772,SRR22422888,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1768321,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31560759,SRR22133323,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739231,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31560761,SRR22133326,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739173,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31896483,SRR22432290,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1769891,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31896452,SRR22432865,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1768336,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31896495,SRR22432866,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1771040,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31896458,SRR22432869,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1769900,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31896422,SRR22432871,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1771067,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32474167,SRR22909091,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1798758,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32519935,SRR22942733,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1802768,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32544086,SRR22958295,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1804073,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32544095,SRR22959452,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1804087,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN31611966,SRR22196929,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1742568,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31975416,SRR22489011,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1771502,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32603056,SRR22989465,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1805067,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32603055,SRR22989466,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1805016,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32603057,SRR22989493,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1805018,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32603157,SRR22989546,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1805060,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32629188,SRR23010349,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1806138,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32032123,SRR22520734,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1779028,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32679277,SRR23051452,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1810676,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32679282,SRR23051538,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1811975,other,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32679299,SRR23051644,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1811961,other,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32731511,SRR23076488,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1813998,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32756187,SRR23092760,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1819530,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32756238,SRR23092774,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1819576,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32132020,SRR22640843,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1781894,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32132019,SRR22640847,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1781926,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32132036,SRR22640849,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1781871,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31707312,SRR22270440,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1749684,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31707358,SRR22270495,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1748503,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31743129,SRR22301798,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1749717,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31789259,SRR22340603,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755637,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31789288,SRR22340609,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755771,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31789242,SRR22340611,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1755584,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32298734,SRR22797056,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1787391,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN31805323,SRR22351241,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1760459,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31805379,SRR22351261,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1758504,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31805380,SRR22351294,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1758562,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32868259,SRR23185585,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1824959,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32868263,SRR23185590,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1824957,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32868266,SRR23185594,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1824952,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32868270,SRR23185600,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1824920,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN31881550,SRR22418634,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1768183,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32410459,SRR22893650,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1798671,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32544002,SRR22957928,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1804079,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32544000,SRR22958145,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1804071,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32544087,SRR22959292,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1804039,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32603058,SRR22989491,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1805002,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32629196,SRR23010355,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1806143,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN31948480,SRR22469489,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1771428,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN31948484,SRR22469492,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1771465,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32008707,SRR22509186,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1774170,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32025466,SRR22516078,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1775809,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32025482,SRR22516101,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1775760,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
SAMN32679287,SRR23051628,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1811922,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32679300,SRR23051638,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1810719,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
SAMN32132012,SRR22640835,2022-12,2022-12-01,2022-12-31,United Kingdom: United Kingdom,1781899,human,ILLUMINA,NextSeq 1000,WGS,2022,12,,,,False
SAMN32756253,SRR23092777,2023-01,2023-01-01,2023-01-31,United Kingdom: United Kingdom,1819563,human,ILLUMINA,NextSeq 1000,WGS,2023,01,,,,False
