,sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read,clade
959,SAMEA7315158,ERR4596833,2016-02-29,2016-02-29,2016-02-29,Italy,sk38y38t,,ILLUMINA,Illumina MiSeq,WGS,2016,02,29,,,False,Clade C1
960,SAMEA7315164,ERR4596839,2016-03-23,2016-03-23,2016-03-23,Italy,sk44y44t,,ILLUMINA,Illumina MiSeq,WGS,2016,03,23,,,False,Clade C1
961,SAMEA7315166,ERR4596841,2016-04-18,2016-04-17,2016-04-18,Italy,sk46y46t,,ILLUMINA,Illumina MiSeq,WGS,2016,04,18,,,False,Clade C1
962,SAMEA7315167,ERR4596842,2016-04-18,2016-04-17,2016-04-18,Italy,sk47y47t,,ILLUMINA,Illumina MiSeq,WGS,2016,04,18,,,False,Clade C1
963,SAMEA7315170,ERR4596844,2016-04-24,2016-04-23,2016-04-24,Italy,sk49y49t,,ILLUMINA,Illumina MiSeq,WGS,2016,04,24,,,False,Clade C1
964,SAMEA3920432,ERR1351680,2011-10-19,2011-10-18,2011-10-19,Singapore,,Urine,ILLUMINA,Illumina MiSeq,WGS,2011,10,19,,,False,Clade C1
965,SAMEA7160399,ERR4425994,2014-02-03,2014-02-03,2014-02-03,"Sweden, Stockholm",EF407,Human,ILLUMINA,unspecified,WGS,2014,02,03,,,False,Clade C1
966,SAMEA7160404,ERR4425999,2012-08-22,2012-08-21,2012-08-22,"Sweden, Stockholm",EF231,Human,ILLUMINA,unspecified,WGS,2012,08,22,,,False,Clade C1
967,SAMEA7160415,ERR4426010,2015-06-01,2015-05-31,2015-06-01,"Sweden, Stockholm",EF532,Human,ILLUMINA,unspecified,WGS,2015,06,01,,,False,Clade C1
968,SAMEA7160416,ERR4426011,2015-05-23,2015-05-22,2015-05-23,"Sweden, Stockholm",EF527,Human,ILLUMINA,unspecified,WGS,2015,05,23,,,False,Clade C1
969,SAMEA7160419,ERR4426014,2015-05-30,2015-05-29,2015-05-30,"Sweden, Stockholm",EF529,Human,ILLUMINA,unspecified,WGS,2015,05,30,,,False,Clade C1
970,SAMEA7160421,ERR4426016,2015-05-29,2015-05-28,2015-05-29,"Sweden, Stockholm",EF528,Human,ILLUMINA,unspecified,WGS,2015,05,29,,,False,Clade C1
971,SAMEA7160456,ERR4426051,2015-09-24,2015-09-23,2015-09-24,"Sweden, Stockholm",EF561,Human,ILLUMINA,unspecified,WGS,2015,09,24,,,False,Clade A
972,SAMEA7160474,ERR4426069,2012-03-07,2012-03-07,2012-03-07,"Sweden, Stockholm",EF209,Human,ILLUMINA,unspecified,WGS,2012,03,07,,,False,Clade C1
973,SAMEA7160476,ERR4426071,2012-05-31,2012-05-30,2012-05-31,"Sweden, Stockholm",EF222,Human,ILLUMINA,unspecified,WGS,2012,05,31,,,False,Clade C1
974,SAMEA7160477,ERR4426072,2014-03-29,2014-03-29,2014-03-29,"Sweden, Stockholm",EF426,Human,ILLUMINA,unspecified,WGS,2014,03,29,,,False,Clade C1
975,SAMEA7160481,ERR4426076,2014-06-11,2014-06-10,2014-06-11,"Sweden, Stockholm",EF441,Human,ILLUMINA,unspecified,WGS,2014,06,11,,,False,Clade C1
976,SAMEA7160488,ERR4426083,2012-03-20,2012-03-20,2012-03-20,"Sweden, Stockholm",EF212,Human,ILLUMINA,unspecified,WGS,2012,03,20,,,False,Clade C1
977,SAMEA7160490,ERR4426085,2014-06-05,2014-06-04,2014-06-05,"Sweden, Stockholm",EF438,Human,ILLUMINA,unspecified,WGS,2014,06,05,,,False,Clade C1
978,SAMEA7160496,ERR4426091,2014-03-20,2014-03-20,2014-03-20,"Sweden, Stockholm",EF419,Human,ILLUMINA,unspecified,WGS,2014,03,20,,,False,Clade A
979,SAMEA7160504,ERR4426099,2015-02-21,2015-02-21,2015-02-21,"Sweden, Stockholm",EF510,Human,ILLUMINA,unspecified,WGS,2015,02,21,,,False,Clade C1
980,SAMEA7160506,ERR4426101,2015-08-25,2015-08-24,2015-08-25,"Sweden, Stockholm",EF552,Human,ILLUMINA,unspecified,WGS,2015,08,25,,,False,Clade C1
981,SAMEA7160507,ERR4426102,2014-07-20,2014-07-19,2014-07-20,"Sweden, Stockholm",EF448,Human,ILLUMINA,unspecified,WGS,2014,07,20,,,False,Clade C1
982,SAMEA7160510,ERR4426105,2013-11-23,2013-11-23,2013-11-23,"Sweden, Stockholm",EF369,Human,ILLUMINA,unspecified,WGS,2013,11,23,,,False,Clade C1
983,SAMEA7160512,ERR4426107,2013-08-16,2013-08-15,2013-08-16,"Sweden, Stockholm",EF348,Human,ILLUMINA,unspecified,WGS,2013,08,16,,,False,Clade C1
984,SAMEA7160516,ERR4426111,2013-03-10,2013-03-10,2013-03-10,"Sweden, Stockholm",EF312,Human,ILLUMINA,unspecified,WGS,2013,03,10,,,False,Clade C1
985,SAMEA7160520,ERR4426115,2015-07-07,2015-07-06,2015-07-07,"Sweden, Stockholm",EF539,Human,ILLUMINA,unspecified,WGS,2015,07,07,,,False,Clade C1
986,SAMEA7160526,ERR4426121,2013-09-20,2013-09-19,2013-09-20,"Sweden, Stockholm",EF355,Human,ILLUMINA,unspecified,WGS,2013,09,20,,,False,Clade A
987,SAMEA7160527,ERR4426122,2015-08-27,2015-08-26,2015-08-27,"Sweden, Stockholm",EF553,Human,ILLUMINA,unspecified,WGS,2015,08,27,,,False,Clade C1
988,SAMEA7160541,ERR4426136,2015-02-28,2015-02-28,2015-02-28,"Sweden, Stockholm",EF511,Human,ILLUMINA,unspecified,WGS,2015,02,28,,,False,Clade C1
989,SAMEA7160556,ERR4426151,2015-05-15,2015-05-14,2015-05-15,"Sweden, Stockholm",EF522,Human,ILLUMINA,unspecified,WGS,2015,05,15,,,False,Clade C0
990,SAMEA7160566,ERR4426161,2012-01-19,2012-01-19,2012-01-19,"Sweden, Stockholm",EF202,Human,ILLUMINA,unspecified,WGS,2012,01,19,,,False,Clade B
991,SAMEA7160574,ERR4426169,2015-12-11,2015-12-11,2015-12-11,"Sweden, Stockholm",EF581,Human,ILLUMINA,unspecified,WGS,2015,12,11,,,False,Clade C1
992,SAMEA7160584,ERR4426179,2014-03-12,2014-03-12,2014-03-12,"Sweden, Stockholm",EF416,Human,ILLUMINA,unspecified,WGS,2014,03,12,,,False,Clade A
993,SAMEA7160585,ERR4426180,2013-10-11,2013-10-10,2013-10-11,"Sweden, Stockholm",EF364,Human,ILLUMINA,unspecified,WGS,2013,10,11,,,False,Clade C1
994,SAMEA7160590,ERR4426185,2015-06-10,2015-06-09,2015-06-10,"Sweden, Stockholm",EF535,Human,ILLUMINA,unspecified,WGS,2015,06,10,,,False,Clade C1
995,SAMEA7160601,ERR4426196,2015-01-03,2015-01-03,2015-01-03,"Sweden, Stockholm",EF501,Human,ILLUMINA,unspecified,WGS,2015,01,03,,,False,Clade C1
996,SAMEA7160603,ERR4426198,2015-02-16,2015-02-16,2015-02-16,"Sweden, Stockholm",EF509,Human,ILLUMINA,unspecified,WGS,2015,02,16,,,False,Clade C1
997,SAMEA7160610,ERR4426205,2014-11-21,2014-11-21,2014-11-21,"Sweden, Stockholm",EF472,Human,ILLUMINA,unspecified,WGS,2014,11,21,,,False,Clade C1
998,SAMEA7160635,ERR4426230,2013-06-16,2013-06-15,2013-06-16,"Sweden, Stockholm",EF337,Human,ILLUMINA,unspecified,WGS,2013,06,16,,,False,Clade C1
999,SAMEA7160645,ERR4426240,2014-08-17,2014-08-16,2014-08-17,"Sweden, Stockholm",EF449,Human,ILLUMINA,unspecified,WGS,2014,08,17,,,False,Clade C1
1000,SAMEA7160664,ERR4426259,2013-08-21,2013-08-20,2013-08-21,"Sweden, Stockholm",EF350,Human,ILLUMINA,unspecified,WGS,2013,08,21,,,False,Clade C1
1001,SAMEA7160665,ERR4426260,2013-08-11,2013-08-10,2013-08-11,"Sweden, Stockholm",EF346,Human,ILLUMINA,unspecified,WGS,2013,08,11,,,False,Clade C1
1002,SAMEA7160667,ERR4426262,2013-01-03,2013-01-03,2013-01-03,"Sweden, Stockholm",EF301,Human,ILLUMINA,unspecified,WGS,2013,01,03,,,False,Clade C1
1003,SAMEA7160671,ERR4426265,2012-11-14,2012-11-14,2012-11-14,"Sweden, Stockholm",EF250,Human,ILLUMINA,unspecified,WGS,2012,11,14,,,False,Clade C1
1004,SAMEA7160674,ERR4426268,2013-02-08,2013-02-08,2013-02-08,"Sweden, Stockholm",EF306,Human,ILLUMINA,unspecified,WGS,2013,02,08,,,False,Clade C1
1005,SAMEA7315156,ERR4596831,2016-02-16,2016-02-16,2016-02-16,Italy,sk36y36t,,ILLUMINA,Illumina MiSeq,WGS,2016,02,16,,,False,Clade C1
1006,SAMEA7315157,ERR4596832,2016-02-26,2016-02-26,2016-02-26,Italy,sk37y37t,,ILLUMINA,Illumina MiSeq,WGS,2016,02,26,,,False,Clade C1
1007,SAMEA7315160,ERR4596835,2016-03-03,2016-03-03,2016-03-03,Italy,sk40y40t,,ILLUMINA,Illumina MiSeq,WGS,2016,03,03,,,False,Clade C1
1008,SAMEA7315171,ERR4596845,2016-05-10,2016-05-09,2016-05-10,Italy,sk50y50t,,ILLUMINA,Illumina MiSeq,WGS,2016,05,10,,,False,Clade C1
1009,SAMEA7315172,ERR4596846,2016-05-13,2016-05-12,2016-05-13,Italy,sk51y51t,,ILLUMINA,Illumina MiSeq,WGS,2016,05,13,,,False,Clade C1
1010,SAMEA7315173,ERR4596847,2016-05-22,2016-05-21,2016-05-22,Italy,sk52y52t,,ILLUMINA,Illumina MiSeq,WGS,2016,05,22,,,False,Clade C1
1011,SAMEA7315176,ERR4596850,2016-06-29,2016-06-28,2016-06-29,Italy,sk55y55t,,ILLUMINA,Illumina MiSeq,WGS,2016,06,29,,,False,Clade C1
1012,SAMEA7315178,ERR4596852,2016-07-13,2016-07-12,2016-07-13,Italy,sk57y57t,,ILLUMINA,Illumina MiSeq,WGS,2016,07,13,,,False,Clade C1
1013,SAMEA7315179,ERR4596853,2016-07-13,2016-07-12,2016-07-13,Italy,sk58y58t,,ILLUMINA,Illumina MiSeq,WGS,2016,07,13,,,False,Clade C1
1014,SAMEA7315180,ERR4596854,2016-07-14,2016-07-13,2016-07-14,Italy,sk59y59t,,ILLUMINA,Illumina MiSeq,WGS,2016,07,14,,,False,Clade C1
1015,SAMEA7315181,ERR4596855,2016-08-30,2016-08-29,2016-08-30,Italy,sk60y60t,,ILLUMINA,Illumina MiSeq,WGS,2016,08,30,,,False,Clade C1
1016,SAMEA8218005,ERR5432334,2018-01-01,2018-01-01,2018-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,,,False,Clade C1
1017,SAMEA8218009,ERR5432338,2018-01-01,2018-01-01,2018-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,,,False,Clade C1
1018,SAMEA8218156,ERR5432513,2019-01-01,2019-01-01,2019-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2019,01,01,,,False,Clade C1
1019,SAMEA8218198,ERR5432554,2019-01-01,2019-01-01,2019-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2019,01,01,,,False,Clade C1
1020,SAMEA8719911,ERR5903275,2015-02-02,2015-02-02,2015-02-02,United Kingdom,,Human Sample,ILLUMINA,Illumina MiSeq,WGS,2015,02,02,,,False,Clade A
1021,SAMEA8719913,ERR5903277,2015-03-15,2015-03-15,2015-03-15,United Kingdom,,Human Sample,ILLUMINA,Illumina MiSeq,WGS,2015,03,15,,,False,Clade C1
1022,SAMEA8719936,ERR5903301,2013-11-19,2013-11-19,2013-11-19,United Kingdom,,Human Sample,ILLUMINA,Illumina MiSeq,WGS,2013,11,19,,,False,Clade A
1023,SAMEA8217957,ERR5432286,2018-01-01,2018-01-01,2018-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,,,False,Clade C1
1024,SAMEA8217962,ERR5432291,2018-01-01,2018-01-01,2018-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,,,False,Clade C1
1025,SAMEA8218003,ERR5432332,2018-01-01,2018-01-01,2018-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,,,False,Clade C1
1026,SAMEA8218087,ERR5432444,2019-01-01,2019-01-01,2019-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2019,01,01,,,False,Clade C1
1027,SAMEA8218111,ERR5432468,2019-01-01,2019-01-01,2019-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2019,01,01,,,False,Clade C1
1028,SAMEA8218419,ERR5442528,2020-01-01,2020-01-01,2020-01-01,Germany,,Hospital,ILLUMINA,Illumina MiSeq,WGS,2020,01,01,,,False,Clade A
1029,SAMEA8918766,ERR6130633,2019-07,2019-06-30,2019-07-31,Italy,,,ILLUMINA,NextSeq 550,WGS,2019,07,,,,False,Clade B
1030,SAMEA8918798,ERR6130667,2018-12,2018-12-01,2018-12-31,Italy,,,ILLUMINA,NextSeq 550,WGS,2018,12,,,,False,Clade B
1031,SAMEA9000174,ERR6411785,2015-09-03,2015-09-02,2015-09-03,France,,Rectal swab,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,03,,,False,Clade A
1032,SAMEA9000288,ERR6411899,2015-11-25,2015-11-25,2015-11-25,France,,Rectal swab,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,25,,,False,Clade C0
1033,SAMEA9000328,ERR6411939,2015-12-23,2015-12-23,2015-12-23,France,,Rectal swab,ILLUMINA,Illumina HiSeq 2500,WGS,2015,12,23,,,False,Clade C1
1034,SAMEA8719915,ERR5903279,2015-06-06,2015-06-05,2015-06-06,United Kingdom,,Human Sample,ILLUMINA,Illumina MiSeq,WGS,2015,06,06,,,False,Clade A
1035,SAMEA8719919,ERR5903282,2014-05-27,2014-05-26,2014-05-27,United Kingdom,,Human Sample,ILLUMINA,Illumina MiSeq,WGS,2014,05,27,,,False,Clade B
1036,SAMEA8719932,ERR5903297,2010-06-13,2010-06-12,2010-06-13,United Kingdom,,Human Sample,ILLUMINA,Illumina MiSeq,WGS,2010,06,13,,,False,Clade C1
1037,SAMEA4644880,ERR7420589,2014-04,2014-03-31,2014-04-30,United Kingdom,,Caecal Content,ILLUMINA,Illumina HiSeq 2000,WGS,2014,04,,,,False,Clade B
1038,SAMEA4644882,ERR7420591,2014-04,2014-03-31,2014-04-30,United Kingdom,,Caecal Content,ILLUMINA,Illumina HiSeq 2000,WGS,2014,04,,,,False,Clade B
1039,SAMEA4645042,ERR7420751,2015-02,2015-02-01,2015-02-28,United Kingdom,,Caecal Content,ILLUMINA,Illumina HiSeq 2000,WGS,2015,02,,,,False,Clade B
1040,SAMN12662504,SRR10049473,2019-07,2019-06-30,2019-07-31,United Kingdom: United Kingdom,796438,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,07,,,,False,Clade C1
1041,SAMN12731349,SRR10124955,2008-06-04,2008-06-03,2008-06-04,Canada: British Columbia,,blood,ILLUMINA,Illumina MiSeq,WGS,2008,06,04,,,False,Clade C1
1042,SAMN12731348,SRR10124957,2008-01-26,2008-01-26,2008-01-26,Canada: British Columbia,,urine,ILLUMINA,Illumina MiSeq,WGS,2008,01,26,,,False,Clade C1
1043,SAMN12731460,SRR10175909,2011-02-04,2011-02-04,2011-02-04,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,02,04,,,False,Clade C1
1044,SAMN12731464,SRR10175910,2011-01-04,2011-01-04,2011-01-04,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2011,01,04,,,False,Clade C1
1045,SAMN12731455,SRR10175915,2011-04-07,2011-04-06,2011-04-07,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,04,07,,,False,Clade C1
1046,SAMN13024356,SRR10271461,2014-12-04,2014-12-04,2014-12-04,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,12,04,,,False,Clade B
1047,SAMN13023742,SRR10271485,2014-04-16,2014-04-15,2014-04-16,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,04,16,,,False,Clade C0
1048,SAMN13024600,SRR10271587,2014-06-24,2014-06-23,2014-06-24,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,06,24,,,False,Clade C1
1049,SAMN13023971,SRR10271630,2015-07-03,2015-07-02,2015-07-03,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,03,,,False,Clade C1
1050,SAMN13024533,SRR10271757,2013-11-13,2013-11-13,2013-11-13,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,11,13,,,False,Clade B
1051,SAMN13024539,SRR10271763,2013-09-01,2013-08-31,2013-09-01,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,09,01,,,False,Clade C1
1052,SAMN13024155,SRR10271771,2014-02-04,2014-02-04,2014-02-04,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,02,04,,,False,Clade C1
1053,SAMN13024177,SRR10271793,2014-08-02,2014-08-01,2014-08-02,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,08,02,,,False,Clade C1
1054,SAMN13024234,SRR10271850,2013-12-24,2013-12-24,2013-12-24,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,12,24,,,False,Clade A
1055,SAMN13024268,SRR10271884,2013-11-07,2013-11-07,2013-11-07,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,11,07,,,False,Unassigned
1056,SAMN13024648,SRR10271956,2015-04-25,2015-04-24,2015-04-25,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2015,04,25,,,False,Clade B
1057,SAMN13024332,SRR10271976,2013-11-24,2013-11-24,2013-11-24,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,11,24,,,False,Clade C1
1058,SAMN13024337,SRR10271981,2014-01-10,2014-01-10,2014-01-10,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,01,10,,,False,Clade A
1059,SAMN13024694,SRR10272030,2014-01-15,2014-01-15,2014-01-15,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,01,15,,,False,Clade C1
1060,SAMN13024698,SRR10272034,2015-03-04,2015-03-04,2015-03-04,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2015,03,04,,,False,Clade C1
1061,SAMN13024706,SRR10272042,2013-10-07,2013-10-06,2013-10-07,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,10,07,,,False,Clade C1
1062,SAMN13023879,SRR10272063,2013-11-26,2013-11-26,2013-11-26,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,11,26,,,False,Clade C1
1063,SAMN13023891,SRR10272075,2015-06-21,2015-06-20,2015-06-21,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2015,06,21,,,False,Clade C1
1064,SAMN13023853,SRR10272093,2014-03-03,2014-03-03,2014-03-03,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,03,,,False,Clade A
1065,SAMN13024016,SRR10272172,2013-05-08,2013-05-07,2013-05-08,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,05,08,,,False,Unassigned
1066,SAMN13024018,SRR10272174,2013-10-14,2013-10-13,2013-10-14,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,10,14,,,False,Clade C0
1067,SAMN13024077,SRR10272233,2014-10-27,2014-10-27,2014-10-27,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,10,27,,,False,Clade A
1068,SAMN13024510,SRR10272430,2013-09-30,2013-09-29,2013-09-30,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2013,09,30,,,False,Clade A
1069,SAMN12731269,SRR10272839,2007-02-06,2007-02-06,2007-02-06,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2007,02,06,,,False,Clade A
1070,SAMN12731275,SRR10276304,2007-03-09,2007-03-09,2007-03-09,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2007,03,09,,,False,Clade C1
1071,SAMN14113861,SRR11091349,2019-10-22,2019-10-21,2019-10-22,USA:WA,PNUSAE048385,water,ILLUMINA,Illumina MiSeq,WGS,2019,10,22,WA,10.0,False,Clade A
1072,SAMEA8999975,ERR6411586,2014-12-29,2014-12-29,2014-12-29,France,,Rectal swab,ILLUMINA,Illumina HiSeq 2500,WGS,2014,12,29,,,False,Clade A
1073,SAMEA9000233,ERR6411844,2015-10-13,2015-10-12,2015-10-13,France,,Missing,ILLUMINA,Illumina HiSeq 2500,WGS,2015,10,13,,,False,Clade A
1074,SAMN14395291,SRR11341643,2019-10,2019-09-30,2019-10-31,Australia:Penguin Island,,,ILLUMINA,NextSeq 500,WGS,2019,10,,,,False,Clade C1
1075,SAMN14395287,SRR11341647,2019-10,2019-09-30,2019-10-31,Australia:Penguin Island,,,ILLUMINA,NextSeq 500,WGS,2019,10,,,,False,Clade C1
1076,SAMN13829911,SRR11347995,2018-05-20,2018-05-19,2018-05-20,Qatar:Doha,E55,Rectal swab,ILLUMINA,Illumina MiSeq,WGS,2018,05,20,,,False,Clade A
1077,SAMN14534499,SRR11478819,2016-06-02,2016-06-01,2016-06-02,"USA: Utqiagvik, Alaska",,"Feces, Gull (Larus spp.)",ILLUMINA,Illumina HiSeq 4000,WGS,2016,06,02,AK,10.0,False,Clade C1
1078,SAMN14547716,SRR11495735,2006-08-06,2006-08-05,2006-08-06,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2006,08,06,,,False,Clade C0
1079,SAMN14547776,SRR11495742,2008-04-18,2008-04-17,2008-04-18,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2008,04,18,,,False,Clade C1
1080,SAMN14547772,SRR11495746,2007-08-10,2007-08-09,2007-08-10,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2007,08,10,,,False,Clade C1
1081,SAMN14547759,SRR11495760,2007-01-10,2007-01-10,2007-01-10,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2007,01,10,,,False,Clade C0
1082,SAMN14547757,SRR11495762,2006-11-13,2006-11-13,2006-11-13,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2006,11,13,,,False,Clade C1
1083,SAMN14547755,SRR11495764,2006-09-27,2006-09-26,2006-09-27,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2006,09,27,,,False,Clade C1
1084,SAMN14547735,SRR11495784,2007-09-04,2007-09-03,2007-09-04,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2007,09,04,,,False,Clade C1
1085,SAMN14547730,SRR11495788,2007-05-28,2007-05-27,2007-05-28,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2007,05,28,,,False,Clade C1
1086,SAMN14547729,SRR11495789,2007-05-23,2007-05-22,2007-05-23,Australia: Orange,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2007,05,23,,,False,Clade C1
1087,SAMN14640163,SRR11585254,2014-07-09,2014-07-08,2014-07-09,Spain,,Human gut,ILLUMINA,Illumina HiSeq 4000,WGS,2014,07,09,,,False,Clade C0
1088,SAMN14750009,SRR11618041,2018-09-11,2018-09-10,2018-09-11,USA:WA,PNUSAE052004,water,ILLUMINA,Illumina MiSeq,WGS,2018,09,11,WA,10.0,False,Clade B
1089,SAMN12731778,SRR11665707,2016-07-25,2016-07-24,2016-07-25,Canada: Quebec,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2016,07,25,,,False,Clade C1
1090,SAMN12731779,SRR11665709,2016-06-30,2016-06-29,2016-06-30,Canada: Quebec,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,06,30,,,False,Clade C1
1091,SAMN12731783,SRR11665711,2016-08-05,2016-08-04,2016-08-05,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2016,08,05,,,False,Clade C1
1092,SAMN12731792,SRR11665758,2016-08-03,2016-08-02,2016-08-03,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2016,08,03,,,False,Clade C1
1093,SAMN12731798,SRR11674218,2017-01-31,2017-01-31,2017-01-31,Canada: Manitoba,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2017,01,31,,,False,Clade C1
1094,SAMN12731795,SRR11674219,2017-01-04,2017-01-04,2017-01-04,Canada: Manitoba,,urine,ILLUMINA,Illumina MiSeq,WGS,2017,01,04,,,False,Clade C1
1095,SAMN12731802,SRR11675973,2017-03-06,2017-03-06,2017-03-06,Canada: Quebec,,urine,ILLUMINA,Illumina MiSeq,WGS,2017,03,06,,,False,Clade C1
1096,SAMN12731803,SRR11675977,2017-03-07,2017-03-07,2017-03-07,Canada: Quebec,,urine,ILLUMINA,Illumina MiSeq,WGS,2017,03,07,,,False,Clade C1
1097,SAMN12731809,SRR11676228,2017-04-03,2017-04-02,2017-04-03,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,04,03,,,False,Clade C1
1098,SAMN12731810,SRR11676229,2017-02-02,2017-02-02,2017-02-02,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,02,02,,,False,Clade C1
1099,SAMN12731817,SRR11676335,2017-01-03,2017-01-03,2017-01-03,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2017,01,03,,,False,Clade C1
1100,SAMN12731819,SRR11676337,2017-04-03,2017-04-02,2017-04-03,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,04,03,,,False,Clade C1
1101,SAMN12731824,SRR11680838,2017-06-02,2017-06-01,2017-06-02,Canada: Quebec,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,06,02,,,False,Clade C1
1102,SAMN12731827,SRR11680839,2017-01-03,2017-01-03,2017-01-03,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2017,01,03,,,False,Clade C1
1103,SAMN12731837,SRR11688505,2017-07-20,2017-07-19,2017-07-20,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,07,20,,,False,Clade C1
1104,SAMN12731841,SRR11700218,2017-06-28,2017-06-27,2017-06-28,Canada: Alberta,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2017,06,28,,,False,Clade C1
1105,SAMN12731851,SRR11706088,2017-04-02,2017-04-01,2017-04-02,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2017,04,02,,,False,Clade C1
1106,SAMN12731854,SRR11706091,2017-09-01,2017-08-31,2017-09-01,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,09,01,,,False,Clade C1
1107,SAMN12731860,SRR11712600,2017-08-01,2017-07-31,2017-08-01,Canada: British Columbia,,blood,ILLUMINA,Illumina MiSeq,WGS,2017,08,01,,,False,Clade C1
