sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMEA5612036,ERR3330531,2016-06-07,2016-06-06,2016-06-07,Kenya,,human,ILLUMINA,Illumina HiSeq 4000,WGS,2016,06,07,,,False
SAMEA5612046,ERR3330541,2016-06-08,2016-06-07,2016-06-08,Kenya,,household environment,ILLUMINA,Illumina HiSeq 4000,WGS,2016,06,08,,,False
SAMD00049928,DRR058061,2015-10,2015-09-30,2015-10-31,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS,2015,10,,,,False
SAMD00049923,DRR058066,2015-10,2015-09-30,2015-10-31,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS,2015,10,,,,False
SAMD00049924,DRR058065,2015-10,2015-09-30,2015-10-31,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS,2015,10,,,,False
SAMEA5618974,ERR3333480,2004-01-14,2004-01-14,2004-01-14,France,,Diarrhea,ILLUMINA,Illumina MiSeq,WGS,2004,01,14,,,False
SAMEA5619032,ERR3333538,2004-01-22,2004-01-22,2004-01-22,France,,Mastitis,ILLUMINA,Illumina MiSeq,WGS,2004,01,22,,,False
SAMEA5619068,ERR3333574,2007-06-01,2007-05-31,2007-06-01,Germany,,Mastitis,ILLUMINA,Illumina MiSeq,WGS,2007,06,01,,,False
SAMD00065691,DRR075676,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065696,DRR075681,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065699,DRR075684,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065700,DRR075685,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065701,DRR075686,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065704,DRR075689,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065707,DRR075692,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065708,DRR075693,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065709,DRR075694,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065710,DRR075695,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065712,DRR075697,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065713,DRR075698,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065714,DRR075699,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065715,DRR075700,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065716,DRR075701,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065718,DRR075703,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065724,DRR075709,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065730,DRR075715,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065731,DRR075716,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065733,DRR075718,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065737,DRR075722,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065741,DRR075726,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065742,DRR075727,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065746,DRR075731,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065748,DRR075733,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065756,DRR075741,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS,2016,03,14,,,False
SAMD00065758,DRR075743,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS,2016,03,14,,,False
SAMD00065759,DRR075744,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS,2016,03,14,,,False
SAMD00065760,DRR075745,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS,2016,03,14,,,False
SAMD00065960,DRR075928,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065965,DRR075933,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065969,DRR075937,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065971,DRR075939,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065975,DRR075943,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065980,DRR075948,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065981,DRR075949,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065984,DRR075952,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065985,DRR075953,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065989,DRR075957,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065990,DRR075958,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065991,DRR075959,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065993,DRR075961,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065995,DRR075963,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065999,DRR075967,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00066000,DRR075968,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065694,DRR075679,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065695,DRR075680,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065698,DRR075683,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065703,DRR075688,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065717,DRR075702,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065721,DRR075706,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065723,DRR075708,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065725,DRR075710,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065727,DRR075712,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065728,DRR075713,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065729,DRR075714,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065732,DRR075717,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065739,DRR075724,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065744,DRR075729,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,03,11,,,False
SAMD00065754,DRR075739,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS,2016,03,14,,,False
SAMD00065959,DRR075927,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065961,DRR075929,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065966,DRR075934,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065967,DRR075935,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065968,DRR075936,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065972,DRR075940,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065973,DRR075941,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065978,DRR075946,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,03,06,,,False
SAMD00065982,DRR075950,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065987,DRR075955,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065994,DRR075962,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00065996,DRR075964,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS,2015,01,23,,,False
SAMD00071286,DRR084146,2015-12-21,2015-12-21,2015-12-21,Japan,G2b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071288,DRR084148,2015-12-21,2015-12-21,2015-12-21,Japan,G3b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071291,DRR084151,2015-12-21,2015-12-21,2015-12-21,Japan,G5a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071296,DRR084156,2015-12-21,2015-12-21,2015-12-21,Japan,G15a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071299,DRR084159,2015-12-21,2015-12-21,2015-12-21,Japan,G20a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071305,DRR084165,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G4a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071306,DRR084166,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G4b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071308,DRR084168,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G6a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071309,DRR084169,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G6b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071311,DRR084171,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G6d,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071314,DRR084174,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G15a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071317,DRR084177,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G20b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071319,DRR084179,2014-04-04,2014-04-03,2014-04-04,Japan,HV10,,ILLUMINA,Illumina MiSeq,WGS,2014,04,04,,,False
SAMD00071290,DRR084150,2015-12-21,2015-12-21,2015-12-21,Japan,G4b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071293,DRR084153,2015-12-21,2015-12-21,2015-12-21,Japan,G6a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071294,DRR084154,2015-12-21,2015-12-21,2015-12-21,Japan,G6b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071295,DRR084155,2015-12-21,2015-12-21,2015-12-21,Japan,G10,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071302,DRR084162,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G1,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071304,DRR084164,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G3,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071312,DRR084172,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G10a,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00071315,DRR084175,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G15b,,ILLUMINA,Illumina MiSeq,WGS,2015,12,21,,,False
SAMD00078321,DRR090520,2016-06-24,2016-06-23,2016-06-24,Japan,P3478,,ILLUMINA,Illumina MiSeq,WGS,2016,06,24,,,False
SAMD00078323,DRR090522,2016-06-24,2016-06-23,2016-06-24,Japan,MC1061,,ILLUMINA,Illumina MiSeq,WGS,2016,06,24,,,False
SAMD00078325,DRR090524,2017-02-10,2017-02-10,2017-02-10,Japan,DF44zwf27,,ILLUMINA,Illumina MiSeq,WGS,2017,02,10,,,False
SAMD00078327,DRR090526,2017-02-07,2017-02-07,2017-02-07,Japan,DGF-327w879,,ILLUMINA,Illumina MiSeq,WGS,2017,02,07,,,False
SAMD00078328,DRR090527,2017-02-07,2017-02-07,2017-02-07,Japan,MGF-02ws878,,ILLUMINA,Illumina MiSeq,WGS,2017,02,07,,,False
SAMD00078334,DRR090533,2016-06-24,2016-06-23,2016-06-24,Japan,A055,,ILLUMINA,Illumina MiSeq,WGS,2016,06,24,,,False
SAMEA4645084,ERR7420793,2015-02,2015-02-01,2015-02-28,United Kingdom,,Caecal Content,ILLUMINA,Illumina HiSeq 2000,WGS,2015,02,,,,False
SAMD00126507,DRR148270,2016-12-15,2016-12-15,2016-12-15,missing,TUM18682,,ILLUMINA,Illumina MiSeq,WGS,2016,12,15,,,False
SAMD00157544,DRR165511,2018-03,2018-03-01,2018-03-31,Myanmar:Yangon,YJ3,,ILLUMINA,Illumina MiSeq,WGS,2018,03,,,,False
SAMN16364011,SRR12769868,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,804541,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN16364040,SRR12769900,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,832711,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN16377217,SRR12777351,2020-08-25,2020-08-24,2020-08-25,USA:WA,PNUSAE061766,water,ILLUMINA,Illumina MiSeq,WGS,2020,08,25,WA,10.0,False
SAMD00194506,DRR199342,2017-07-10,2017-07-09,2017-07-10,Japan:Tokyo,WP5-S17-ESBL-10,,ILLUMINA,NextSeq 500,WGS,2017,07,10,,,False
SAMD00194372,DRR199208,2018-08-06,2018-08-05,2018-08-06,Japan:Tokyo,WP2-S18-ESBL-08,,ILLUMINA,NextSeq 500,WGS,2018,08,06,,,False
SAMD00194379,DRR199215,2019-02-05,2019-02-05,2019-02-05,Japan:Tokyo,WP2-W19-ESBL-01,,ILLUMINA,NextSeq 500,WGS,2019,02,05,,,False
SAMD00194541,DRR199377,2019-02-05,2019-02-05,2019-02-05,Japan:Tokyo,WP5-W19-ESBL-01,,ILLUMINA,NextSeq 500,WGS,2019,02,05,,,False
SAMN18230438,SRR13913979,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1123256,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,02,,,,False
SAMD00220393,DRR223722,2017-11-12,2017-11-12,2017-11-12,Japan:Miyazaki,KIYOTAKE-030,,ILLUMINA,Illumina MiSeq,WGS,2017,11,12,,,False
SAMD00220563,DRR223892,2017-10-25,2017-10-24,2017-10-25,Japan:Miyazaki,SewageB-046,,ILLUMINA,Illumina MiSeq,WGS,2017,10,25,,,False
SAMD00241775,DRR241462,2017-12-22,2017-12-22,2017-12-22,Japan,HVA13,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,12,22,,,False
SAMD00241776,DRR241463,2017-12-22,2017-12-22,2017-12-22,Japan,HVA23,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,12,22,,,False
SAMD00241782,DRR241469,2017-12-22,2017-12-22,2017-12-22,Japan,HVA22,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,12,22,,,False
SAMD00241777,DRR241464,2017-11-13,2017-11-13,2017-11-13,Japan,HVK4a,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,13,,,False
SAMD00241778,DRR241465,2017-11-13,2017-11-13,2017-11-13,Japan,HVK7b,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,13,,,False
SAMD00241779,DRR241466,2017-11-13,2017-11-13,2017-11-13,Japan,HVK7a,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,13,,,False
SAMD00241781,DRR241468,2017-11-13,2017-11-13,2017-11-13,Japan,HVK6a,,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,13,,,False
SAMN20054826,SRR15035478,2021-06,2021-05-31,2021-06-30,United Kingdom: United Kingdom,1242862,other,ILLUMINA,Illumina HiSeq 2500,WGS,2021,06,,,,False
SAMN20550929,SRR15338030,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,998476,food,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN20602973,SRR15361510,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,797721,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN20602952,SRR15361545,2019-07,2019-06-30,2019-07-31,United Kingdom: United Kingdom,777439,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,07,,,,False
SAMN20602951,SRR15361579,2019-07,2019-06-30,2019-07-31,United Kingdom: United Kingdom,773359,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,07,,,,False
SAMN20603022,SRR15361616,2019-06,2019-05-31,2019-06-30,United Kingdom: United Kingdom,770072,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,06,,,,False
SAMN20606743,SRR15365960,2019-05,2019-04-30,2019-05-31,United Kingdom: United Kingdom,759401,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,05,,,,False
SAMN20606717,SRR15366045,2019-01,2019-01-01,2019-01-31,United Kingdom: United Kingdom,680500,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,01,,,,False
SAMN20606807,SRR15366054,2019-05,2019-04-30,2019-05-31,United Kingdom: United Kingdom,745898,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,05,,,,False
SAMN20665793,SRR15369448,2019-03,2019-03-01,2019-03-31,United Kingdom: United Kingdom,712262,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,03,,,,False
SAMN21217573,SRR15714388,2019-03-26,2019-03-26,2019-03-26,USA: NE,,Not collected,ILLUMINA,Illumina MiSeq,WGS,2019,03,26,NE,7.0,False
SAMD00499319,DRR387823,2019-04-05,2019-04-04,2019-04-05,Japan:Kanagawa,JBBEAFB-19-0005,abcess,ILLUMINA,HiSeq X Five,WGS,2019,04,05,,,False
SAMN21899642,SRR16118020,2017-07-11,2017-07-10,2017-07-11,Germany,microbial,"calf, feces",ILLUMINA,NextSeq 550,WGS,2017,07,11,,,False
SAMD00499968,DRR388472,2019-08-21,2019-08-20,2019-08-21,Japan:Aichi,JBCDADA-19-0073,sputum,ILLUMINA,HiSeq X Five,WGS,2019,08,21,,,False
SAMN22443152,SRR16506269,2019-05-29,2019-05-28,2019-05-29,USA,K-12,LB media 32C,ILLUMINA,Illumina MiSeq,WGS,2019,05,29,,,False
SAMD00532218,DRR415719,2013-04-09,2013-04-08,2013-04-09,Viet Nam,ECV285,feces,ILLUMINA,Illumina MiSeq,WGS,2013,04,09,,,False
SAMD00532256,DRR415757,2014-10-15,2014-10-14,2014-10-15,Viet Nam,ECV915-2,feces,ILLUMINA,Illumina MiSeq,WGS,2014,10,15,,,False
SAMD00532263,DRR415764,2015-01-06,2015-01-06,2015-01-06,Viet Nam,ECV998-1,feces,ILLUMINA,Illumina MiSeq,WGS,2015,01,06,,,False
SAMN22657102,SRR16612569,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1502185,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMD00613460,DRR472184,2018-01-17,2018-01-17,2018-01-17,missing: sample group,K-12 substr. MDS64,,ILLUMINA,Illumina MiSeq,WGS,2018,01,17,,,False
SAMN22985681,SRR16889659,2021-08-06,2021-08-05,2021-08-06,USA:IA,21IA08GT02-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2021,08,06,IA,7.0,False
SAMD00532216,DRR415717,2013-04-09,2013-04-08,2013-04-09,Viet Nam,ECV283,feces,ILLUMINA,Illumina MiSeq,WGS,2013,04,09,,,False
SAMD00532217,DRR415718,2013-04-09,2013-04-08,2013-04-09,Viet Nam,ECV284,feces,ILLUMINA,Illumina MiSeq,WGS,2013,04,09,,,False
SAMN23135579,SRR16941021,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1524921,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23135574,SRR16941023,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1525839,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23844025,SRR17192678,2018-05-29,2018-05-28,2018-05-29,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS,2018,05,29,,,False
SAMN23894253,SRR17200274,2021-08-04,2021-08-03,2021-08-04,USA:KS,PSU-4873,water cistern,ILLUMINA,Illumina MiSeq,WGS,2021,08,04,KS,7.0,False
SAMD00613458,DRR472182,2018-08-28,2018-08-27,2018-08-28,missing: sample group,K-12 substr. MDS62,,ILLUMINA,Illumina MiSeq,WGS,2018,08,28,,,False
SAMN24286919,SRR17296876,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1550782,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24019027,SRR17302409,2016-05-08,2016-05-07,2016-05-08,United Kingdom,266898,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,08,,,False
SAMN24019526,SRR17302703,2015-06-03,2015-06-02,2015-06-03,United Kingdom,125902,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,06,03,,,False
SAMN24020838,SRR17303659,2015-12-01,2015-12-01,2015-12-01,United Kingdom,199893,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,12,01,,,False
SAMN24020352,SRR17304190,2014-08-11,2014-08-10,2014-08-11,United Kingdom,43374,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,08,11,,,False
SAMN24300389,SRR17311571,2020-12-27,2020-12-27,2020-12-27,USA:KS,PSU-4899,Cistern water,ILLUMINA,Illumina MiSeq,WGS,2020,12,27,KS,7.0,False
SAMN03268730,SRR1731951,2013-09-24,2013-09-23,2013-09-24,"USA: Boston, MA",K-12,Mus musculus,ILLUMINA,Illumina MiSeq,WGS,2013,09,24,MA,1.0,False
SAMN24387248,SRR17327797,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1552548,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24405081,SRR17331185,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1552920,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN25039526,SRR17640840,2019-04-16,2019-04-15,2019-04-16,United Kingdom: Newcastle,BW25113-BC-CRISPR-gRNA1-3,Laboratory strain,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,04,16,,,False
SAMN26235908,SRR18134914,2021-11,2021-11-01,2021-11-30,USA:TX,21TX11CB02-EC,chicken breasts,ILLUMINA,Illumina MiSeq,WGS,2021,11,,TX,6.0,False
SAMN26258945,SRR18141229,2020-11,2020-11-01,2020-11-30,USA: Massachusetts,BW25113,Bacterial laboratory culture treated with ampicillin for 8 days,ILLUMINA,Illumina NovaSeq 6000,RNA-Seq,2020,11,,CT,1.0,False
SAMN26258944,SRR18141230,2020-11,2020-11-01,2020-11-30,USA: Massachusetts,BW25113,Bacterial laboratory culture treated with ampicillin for 8 days,ILLUMINA,Illumina NovaSeq 6000,RNA-Seq,2020,11,,CT,1.0,False
SAMN26258941,SRR18141236,2020-11,2020-11-01,2020-11-30,USA: Massachusetts,BW25113,Bacterial laboratory culture,ILLUMINA,Illumina NovaSeq 6000,WGS,2020,11,,CT,1.0,False
